X [],R.RA: EMG 1 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.ES: EMG 2 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.IL: EMG 3 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.Gmax: EMG 4 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.RF: EMG 5 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.BF: EMG 6 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.MF: EMG 8 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS []
10.739,0.6944359840,0.4023140122,1.0453481100,0.0533463353,0.6129445433,0.8859137966,4.9354887547,0.1442742556
10.740,0.6944359840,0.4051405744,1.0489841034,0.0562144179,0.5949789274,0.9189832703,4.9848184097,0.1459562094
10.741,0.6974817558,0.4098515113,1.0344401297,0.0579352674,0.6087173396,0.9363882565,5.0672868269,0.1472643957
10.742,0.7127106151,0.4117358860,0.9744462382,0.0596561169,0.6192853489,0.9329072593,5.1942907127,0.1472643957
10.743,0.7157563870,0.4098515113,0.8726384223,0.0633846242,0.5992061311,0.9276857634,5.2438306391,0.1414709994
10.744,0.6304747749,0.3985452627,0.8035545472,0.0696944058,0.5854677190,0.9311667607,5.2468164920,0.1295104393
10.745,0.5512847066,0.3825280772,0.7890105735,0.0777250369,0.5833541171,0.9520527441,5.2788197891,0.1169892280
10.746,0.5451931629,0.3627421422,0.7853745800,0.0877633258,0.5865245199,1.0007867054,5.3104445977,0.1074581567
10.747,0.5451931629,0.3438983945,0.7890105735,0.1003828890,0.6023765339,1.0181916916,5.3312614598,0.0925074567
10.748,0.5543304784,0.3203437100,0.7944645636,0.1112816027,0.6287965574,1.0129701957,5.4789139906,0.0811075479
10.749,0.5786966533,0.2939624633,0.7762845965,0.1170177678,0.6605005855,1.0268941846,5.5872457820,0.0777436403
10.750,0.5969712845,0.2854827768,0.7199266984,0.1184518090,0.6996022201,1.1139191155,5.5642841523,0.0835370366
10.751,0.6000170563,0.2845405894,0.7017467312,0.1187386173,0.7323630492,1.1817985617,5.5776574091,0.0930681079
10.752,0.6061086000,0.2760609030,0.7053827247,0.1190254256,0.7397606557,1.1992035478,5.5348461655,0.0983008529
10.753,0.5908797407,0.2638124670,0.7035647280,0.1187386173,0.7143974332,1.2113870382,5.4988056588,0.0997959229
10.754,0.6030628282,0.2421421572,0.7035647280,0.1187386173,0.6900910117,1.3697724124,5.1389472976,0.0979270854
10.755,0.6457036342,0.2138765358,0.7053827247,0.1201726586,0.6869206089,1.4167658751,4.8142042492,0.0960582479
10.756,0.6852986684,0.1988015376,0.7090187181,0.1270560567,0.6848070070,1.3836964013,4.8966306121,0.0913861542
10.757,0.7188021588,0.1988015376,0.7308346787,0.1405360446,0.6848070070,1.3541079248,4.8918364257,0.0911992704
10.758,0.7431683337,0.1978593503,0.6744767805,0.1543028408,0.6932614145,1.3767344069,4.5737800057,0.0911992704
10.759,0.7675345086,0.1959749755,0.6362988496,0.1666355958,0.6985454192,1.4533163461,4.1928104025,0.0921336892
10.760,0.7858091398,0.1884374764,0.6344808529,0.1798287755,0.6985454192,1.6238852106,3.8984305348,0.0913861542
10.761,0.8071295428,0.1780734152,0.7199266984,0.1930219552,0.6731821967,1.7004671498,3.6334886538,0.0887697816
10.762,0.8162668583,0.1714781036,0.7962825603,0.2056415184,0.6404213677,1.6987266512,3.4484498797,0.0880222466
10.763,0.7979922272,0.1667671667,0.8126445307,0.2153929990,0.6192853489,1.7056886457,3.3769576261,0.0885828979
10.764,0.8314957176,0.1460390442,0.7890105735,0.2196951228,0.6044901358,1.7542833671,3.3769576261,0.0889566654
10.765,0.9045942423,0.1158890480,0.7762845965,0.2228500136,0.6108309414,1.7735158768,3.3264925059,0.0893304329
10.766,0.9533265920,0.0998718625,0.7944645636,0.2257180962,0.6118877424,1.7489574413,3.2465893990,0.0891435491
10.767,0.9655096795,0.0998718625,0.7926465669,0.2257180962,0.5949789274,1.7413166524,3.1204265985,0.0898910842
10.768,0.9624639076,0.1102359237,0.8035545472,0.2251444797,0.5727861077,1.7512026845,2.8008141706,0.0928812242
10.769,0.9472350483,0.1224843597,0.8199165176,0.2251444797,0.5685589040,1.7410381726,2.4685854627,0.0925074567
10.770,0.9259146453,0.1262531092,0.8126445307,0.2271521374,0.5801837143,1.7126506402,2.3508335156,0.0852189904
10.771,0.9015484704,0.1262531092,0.8108265340,0.2285861787,0.5611612974,1.7387581194,2.3340118088,0.0713895928
10.772,0.8863196111,0.1271952966,0.7999185537,0.2285861787,0.5421388806,1.8047230170,2.4769963160,0.0633535915
10.773,0.8893653830,0.1271952966,0.8526404584,0.2285861787,0.5558772927,1.8545186825,2.6536242367,0.0579339628
10.774,0.8741365237,0.1394437326,0.9871722152,0.2291597952,0.5632748993,1.8156707534,2.7966087439,0.0566257765
10.775,0.8375872614,0.1526343559,1.1107959917,0.2291597952,0.5675021030,1.7448150546,2.8218413040,0.0497110777
10.776,0.8010379990,0.1526343559,1.1053420015,0.2268653292,0.5748997096,1.7607406170,2.6578296634,0.0545700552
10.777,0.7705802805,0.1507499812,1.1162499818,0.2202687393,0.5696157049,1.8014682846,2.5274614362,0.0569995440
10.778,0.7462141056,0.1564031054,1.1853338569,0.2151061908,0.5791269133,1.9698267160,2.5232560096,0.0573733115
10.779,0.7248937026,0.1573452928,1.2107858109,0.2110908752,0.6340805620,2.2761718777,2.5022288761,0.0646617778
10.780,0.7157563870,0.1582874802,1.2126038076,0.2062151349,0.7291926464,2.2447906876,2.4854071694,0.0842845716
10.781,0.7157563870,0.1620562297,1.1598819029,0.2007657780,0.7767486885,2.2147322765,2.4938180228,0.0968057829
10.782,0.7188021588,0.1620562297,1.1071599983,0.1950296130,0.7830894941,2.2162639153,2.4812017427,0.0988615042
10.783,0.7309852463,0.1677093540,1.1107959917,0.1907274891,0.7841462951,2.2125392482,2.5148451562,0.1012909930
10.784,0.6822528965,0.1893796638,1.1616998996,0.1898670644,0.7936575035,2.1809317933,2.7209110636,0.1136253205
10.785,0.5847881970,0.2006859124,1.2162398010,0.1898670644,0.8169071241,2.1668337545,3.5662018268,0.1356776031
10.786,0.5086439005,0.2101077862,1.2089678142,0.1898670644,0.8327591382,2.2272812715,4.5403048093,0.1564216994
10.787,0.5330100754,0.2223562222,1.2416917550,0.1915879139,0.8327591382,2.3267681725,4.6501505543,0.1704379808
10.788,0.6091543719,0.2393155951,1.3798595052,0.1941691882,0.8348727400,2.3581667676,5.6166837687,0.1812772383
10.789,0.6182916875,0.2562749680,1.5907471239,0.1961768460,0.8306455363,2.3969276718,6.4790065100,0.1901803802
10.790,0.6274290031,0.2609859049,1.7180068938,0.1967504625,0.7978847072,2.4289180364,6.8240617693,0.1913315841
10.791,0.6517951779,0.2638124670,1.7816367788,0.1981845038,0.7704078829,2.3773992773,6.8020253335,0.1913390595
10.792,0.6761613528,0.2638124670,1.7816367788,0.2001921615,0.7577262716,2.3300751199,6.7194728077,0.1919258744
10.793,0.7766718242,0.2656968418,1.7707287985,0.2021998193,0.7587830726,2.2957176772,6.9654902686,0.1964690184
10.794,0.8771822955,0.2732343408,1.7180068938,0.2027734358,0.7619534754,2.2294917048,7.2699631605,0.2032304725
10.795,0.9807385388,0.2930202759,1.6889189464,0.2019130111,0.7598398735,2.2169949247,7.4034854576,0.2188689048
10.796,1.0233793448,0.3099796488,1.7343688643,0.1993317368,0.7524422670,2.1771897213,7.4121065823,0.2402110291
10.797,1.0203335729,0.3335343333,1.7507308347,0.1961768460,0.7513854660,2.1392642564,7.4186670480,0.2585499316
10.798,1.0233793448,0.3495515188,1.7325508675,0.1910142974,0.7566694707,1.9777981996,7.4290544519,0.2779241700
10.799,1.0233793448,0.3533202683,1.7252788807,0.1844177075,0.7756918876,1.5647082576,7.4318720877,0.2912228178
10.800,1.0386082041,0.3552046431,1.7343688643,0.1772475012,0.7038294239,1.4202468723,7.4325449560,0.2914994057
10.801,1.0446997478,0.3570890179,1.7380048577,0.1692168701,0.6499325761,1.3697724124,7.4304001884,0.2880532693
10.802,1.0386082041,0.3580312052,1.7398228544,0.1611862389,0.6425349695,1.3680319138,7.4298955372,0.2872683576
10.803,1.0355624322,0.3514358936,1.7289148741,0.1531556078,0.6531029789,1.3715129110,7.4203071644,0.2870926869
10.804,1.0477455197,0.3420140197,1.7089169103,0.1474194427,0.6467621733,1.3836964013,7.3456187865,0.2829550806
10.805,1.0782032383,0.3438983945,1.6907369431,0.1431173189,0.5970925293,1.3802154041,6.9723030599,0.2729268986
10.806,1.0903863257,0.3410718324,1.7289148741,0.1373811538,0.5558772927,1.2775259856,6.3854357663,0.2630575677
10.807,1.0721116945,0.3325921459,1.7889087657,0.1284900979,0.5569340937,1.0860711377,6.3236159941,0.2597216927
10.808,1.0325166604,0.3175171478,1.7234608840,0.1187386173,0.5664453021,1.0530016639,5.4938012011,0.2583256711
10.809,1.0325166604,0.3005577749,1.5216632488,0.1130024522,0.5812405152,1.2931904732,4.4409726311,0.2598824127
10.810,1.0538370634,0.2949046506,1.4107654493,0.1104211779,0.6161149461,1.4393923571,3.8647871213,0.2639078887
10.811,1.0629743790,0.2930202759,1.4853033146,0.1078399036,0.6224557517,1.4620188392,3.7806785876,0.2684342132
10.812,1.0751574664,0.2958468380,1.6761929694,0.1087003284,0.6605005855,1.4585378419,4.0287987619,0.2792865526
10.813,1.0386082041,0.3109218361,1.7889087657,0.1104211779,0.6943182154,1.5368602797,3.9488956550,0.2908770828
10.814,0.9563723639,0.3052687118,1.7943627558,0.1104211779,0.7059430257,1.6656571775,3.4274227463,0.2975002429
10.815,0.8863196111,0.2826562147,1.7507308347,0.1104211779,0.7143974332,1.8328494747,3.1456591586,0.3027105619
10.816,0.8832738393,0.2741765282,1.7107349070,0.1121420274,0.7186246370,1.9990322828,3.5031204266,0.2947381011
10.817,0.9685554513,0.2525062184,1.6761929694,0.1141496852,0.7228518407,2.1002944924,3.7133917607,0.2786287218
10.818,1.0538370634,0.2496796563,1.6834649563,0.1155837265,0.7017158220,2.1130001323,3.7638568809,0.2618129219
10.819,1.0934320976,0.2496796563,1.7434588478,0.1155837265,0.6245693536,2.0970049500,3.8311437078,0.2561372624
10.820,1.0903863257,0.2496796563,1.8179967131,0.1150101100,0.6055469368,2.2141056970,3.8816088280,0.2648927661
10.821,1.0751574664,0.2685234039,1.8591197987,0.1138628770,0.6192853489,2.5627797852,3.8816088280,0.2727437525
10.822,1.0629743790,0.2751187156,1.8679189028,0.1121420274,0.6446485714,2.8063799717,3.8816088280,0.2802022830
10.823,1.0721116945,0.2817140273,1.8679189028,0.1104211779,0.6678981920,2.8743812527,3.8942251081,0.2976460123
10.824,1.0690659227,0.2911359011,1.8561382841,0.1072662871,0.6879774098,2.8726929691,3.8984305348,0.3190628901
10.825,1.0386082041,0.2911359011,1.8437577265,0.1006696973,0.7069998267,2.8727277791,3.9825390684,0.3270035807
10.826,1.0233793448,0.2864249642,1.8089067295,0.0937862992,0.7196814379,2.9314173925,4.1717832691,0.3281958990
10.827,1.0294708885,0.2864249642,1.7361868610,0.0900577919,0.7154542342,3.0279976608,4.3869749525,0.3244040277
10.828,1.0416539760,0.2864249642,1.7289148741,0.0871897093,0.7313062482,3.0352903500,4.4130485979,0.3191881022
10.829,1.0386082041,0.2873671516,1.7580028215,0.0826007773,0.8084527166,2.9298335387,4.4411829024,0.3132489366
10.830,1.0172878011,0.2967890254,1.7343688643,0.0771514204,0.9003943981,2.8660094544,4.4458929803,0.3092608374
10.831,0.9898758543,0.2986734002,1.6016551042,0.0719888718,0.9553480468,2.8578465159,4.4743216647,0.3065510230
10.832,0.9502808202,0.2958468380,1.3925854822,0.0642450490,0.9416096346,2.8501361070,4.2054266826,0.2969134280
10.833,0.9259146453,0.2779452778,1.2344197682,0.0565012261,0.9088488056,2.8058404172,3.8647871213,0.2832129802
10.834,0.9746469950,0.2722921535,1.2598717222,0.0550671848,0.8940535925,2.7363249024,3.7049809074,0.2718728742
10.835,0.9990131699,0.2788874651,1.3907674855,0.0567880344,0.8961671944,2.6270912091,3.6503103605,0.2532685968
10.836,0.9685554513,0.2977312128,1.4998472883,0.0573616509,0.9215304168,2.5026803679,3.3222870792,0.2473555949
10.837,0.8771822955,0.3203437100,1.5507511962,0.0579352674,0.9606320515,2.4208247179,3.9993607751,0.2595833987
10.838,0.7736260523,0.3090374614,1.5525691930,0.0599429252,1.0124152974,2.4085890126,5.8395293286,0.2742182653
10.839,0.7188021588,0.3033843371,1.5053012784,0.0633846242,1.0673055381,2.4138627234,6.0842010530,0.2767542778
10.840,0.6883444402,0.2986734002,1.4125834460,0.0659658985,1.0994534226,2.3088584418,8.2701818426,0.2696882032
10.841,0.7005275277,0.2788874651,1.3507715578,0.0668263233,1.1066713730,1.9390024854,10.8296886302,0.2641676572
10.842,0.7553514212,0.2788874651,1.3362275841,0.0668263233,1.0973503887,1.6465116927,11.1776876882,0.2576809222
10.843,0.7644887367,0.2807718399,1.3453175677,0.0665395150,1.0791734126,1.5316387839,11.3564603765,0.2404315520
10.844,0.7797175960,0.2685234039,1.3489535611,0.0668263233,1.0611549566,1.5142337977,11.5843524484,0.2116738804
10.845,0.7979922272,0.3693374538,1.3471355644,0.0673999398,1.0602461078,1.5246767894,11.7607700977,0.1999226301
10.846,0.8436788051,0.5125499359,1.3471355644,0.0682603645,1.0789620524,1.5229362908,11.7110619543,0.1974931414
10.847,1.0111962574,0.5200874350,1.3362275841,0.0696944058,1.1011126000,1.4724618309,11.6456675694,0.2072858499
10.848,1.1269355880,0.5266827467,1.2980496531,0.0699812141,1.0990729742,1.5159742963,11.6545410197,0.2180017642
10.849,1.1573933066,0.5615436798,1.2653257123,0.0688339810,1.0293241124,1.5211957922,11.7692230054,0.2238474879
10.850,1.1573933066,0.5662546167,1.2580537254,0.0679735563,0.9289280234,1.4498353488,11.7800730062,0.2254173114
10.851,1.1543475348,0.5690811789,1.2580537254,0.0679735563,0.8855991850,1.4742023295,11.7530321126,0.2241950917
10.852,1.1543475348,0.5841561770,1.2580537254,0.0668263233,0.8771447775,1.5159742963,11.7628307568,0.2276468346
10.853,1.1391186755,0.5964046129,1.2507817386,0.0662527068,0.8760879766,1.5507842687,11.8900028597,0.2334607881
10.854,1.0964778694,0.6274967966,1.1853338569,0.0651054737,0.8750311756,1.5821132438,11.9891247666,0.2380599972
10.855,1.0507912915,0.6830858521,1.0289861396,0.0628110077,0.8644631663,1.5768917479,12.0064511245,0.2420649159
10.856,1.0416539760,0.7207733474,0.8380964847,0.0596561169,0.8338159391,1.5908157369,11.9986710852,0.2440720474
10.857,1.0477455197,0.7443280320,0.7108367148,0.0547803766,0.7904871007,1.5942967341,11.7159823036,0.2367630239
10.858,1.0507912915,0.7782467777,0.6453888331,0.0481837867,0.7302494473,1.6395496982,10.8945783639,0.2204817116
10.859,1.0629743790,0.8036858370,0.5835769449,0.0418740051,0.6509893770,1.7074291443,10.7506266086,0.2102423508
10.860,1.0812490101,0.8178186478,0.5563069942,0.0381454978,0.5928653255,1.8084302791,9.1665685400,0.2028473608
10.861,1.0873405538,0.8262983342,0.5599429876,0.0392927308,0.5643317002,1.8582955645,6.0300351574,0.1993302086
10.862,1.0629743790,0.8423155197,0.5581249909,0.0430212382,0.5601044965,1.8373747711,5.4920769761,0.1983341182
10.863,1.0995236413,0.8489108314,0.5472170106,0.0487574032,0.5791269133,1.8443019556,5.1714131916,0.1992255537
10.864,1.1665306222,0.8507952062,0.5526710008,0.0524859105,0.5981493302,1.8438320210,4.9425538715,0.2043087918
10.865,1.1939425689,0.8093389613,0.5708509679,0.0527727188,0.5748997096,1.8249128010,4.8600013457,0.2054898971
10.866,1.1695763940,0.7283108465,0.5963029219,0.0519122940,0.5294572693,1.7317961250,5.1440779181,0.2042153499
10.867,1.0203335729,0.7283108465,0.6017569120,0.0501914445,0.4903556347,1.6291067065,5.1746513701,0.1953963057
10.868,0.9563723639,0.7320795960,0.6235728726,0.0484705950,0.4575948056,1.6082207231,5.1116961327,0.1960634807
10.869,1.0233793448,0.7104092862,0.7144727082,0.0484705950,0.4427995925,1.6343282023,4.8920887513,0.2059085167
10.870,1.0842947820,0.7038139745,0.7762845965,0.0487574032,0.4280043794,1.6673976761,4.9242182112,0.2116084711
10.871,1.1421644473,0.7009874124,0.7890105735,0.0504782528,0.4047547588,1.6761001692,5.1381062123,0.2167066598
10.872,1.1482559910,0.6925077259,0.7944645636,0.0536331436,0.3878459438,1.6586951830,6.2282369169,0.2164562356
10.873,1.1543475348,0.6877967890,0.7944645636,0.0573616509,0.3910163466,1.6151827175,7.2335862197,0.2109992300
10.874,1.1573933066,0.6698952288,0.7890105735,0.0616637747,0.4068683606,1.5821132438,7.3214375831,0.2072914564
10.875,1.1543475348,0.6256124218,0.7908285702,0.0665395150,0.4206067728,1.6221447120,7.4145457298,0.2073381774
10.876,1.1452102192,0.6011155499,0.7999185537,0.0708416388,0.4184931710,1.6882836595,7.8791612697,0.2113879482
10.877,1.1421644473,0.6020577372,0.8217345143,0.0757173791,0.4142659672,1.7668323621,7.9717647653,0.2246809894
10.878,1.1452102192,0.5954624256,0.9017263697,0.0800195030,0.4153227681,1.7550143765,7.9745403469,0.2344026822
10.879,1.1330271317,0.5992311751,0.9889902119,0.0834612020,0.4438563934,1.6761001692,7.9972496509,0.2309677588
10.880,1.1238898162,0.6161905480,1.0362581264,0.0851820515,0.4882420328,1.5873347397,8.1120998537,0.2287270226
10.881,1.1177982724,0.6359764830,1.0689820673,0.0860424763,0.5410820796,1.6117017203,8.0653775632,0.2295306228
10.882,1.1147525006,0.6425717947,1.0798900476,0.0854688598,0.5928653255,1.7074291443,8.0045670934,0.2321955851
10.883,1.0660201508,0.6585889802,1.0798900476,0.0826007773,0.6266829555,1.8734553075,7.9646996484,0.2285364012
10.884,0.9685554513,0.6764905404,1.0689820673,0.0797326947,0.6150581452,1.9834896301,7.8135986677,0.2246436127
10.885,0.9137315579,0.6877967890,1.0489841034,0.0791590782,0.6509893770,1.9890766307,7.8829461537,0.2260788799
10.886,0.9106857860,0.6915655386,1.0417121166,0.0794458865,0.7482150632,2.0071952213,7.7912678520,0.2268152019
10.887,0.9076400141,0.6868546016,1.0526200969,0.0808799277,0.8845423841,2.0313359371,7.9056134035,0.2246566945
10.888,0.8284499458,0.6783749152,1.0344401297,0.0814535442,1.0113584965,2.0489497831,8.2617289350,0.2146771023
10.889,0.6913902121,0.6736639783,0.9635382579,0.0820271607,1.1727108635,2.0541886840,8.3852423167,0.1999058106
10.890,0.6000170563,0.6727217909,0.9199063368,0.0820271607,1.3071782147,2.0395336856,8.3994987131,0.1974800595
10.891,0.4964608131,0.6746061657,0.9053623631,0.0808799277,1.3684832370,2.0211888302,8.5060642253,0.2109880170
10.892,0.5055981287,0.6755483531,0.9017263697,0.0791590782,1.3744013223,2.0056809875,7.9785775565,0.2354454935
10.893,0.5238727598,0.6708374161,0.9053623631,0.0771514204,1.4197592185,2.0035401742,7.2457819570,0.2648142749
10.894,0.5116896724,0.6614155423,0.9126343500,0.0751437626,1.5555581388,1.9977095038,7.2821168436,0.2844613637
10.895,0.5116896724,0.6453983568,0.9144523467,0.0731361049,1.6960703914,1.9618726373,7.2072181944,0.2929029027
10.896,0.5360558473,0.6199592975,0.9053623631,0.0708416388,1.7606620647,1.8868397418,6.7159823036,0.2931346385
10.897,0.5421473910,0.5850983644,0.8762744157,0.0685471728,1.7918482603,1.8064461107,6.6528588491,0.2839754659
10.898,0.5482389347,0.5483530565,0.7635586195,0.0662527068,1.8017716211,1.7736551167,6.7663633152,0.2732931907
10.899,0.5634677940,0.5097233738,0.6235728726,0.0642450490,1.7973119211,1.7753085904,6.8340286305,0.2732090930
10.900,0.5512847066,0.4663827542,0.5344910336,0.0642450490,1.7862683513,1.7522121737,6.7023987754,0.2770196527
10.901,0.5269185317,0.4202155725,0.4617711651,0.0651054737,1.7709658738,1.6900241581,6.7508032365,0.2778624984
10.902,0.5512847066,0.3731062034,0.4199572407,0.0648186655,1.7525564015,1.6204042134,6.7952966508,0.2766645736
10.903,0.6457036342,0.3241124595,0.4090492604,0.0651054737,1.7365247313,1.4498353488,6.8740642926,0.2790398660
10.904,0.6944359840,0.2760609030,0.4090492604,0.0651054737,1.7607466087,1.2966714704,6.9177166215,0.2866684608
10.905,0.7248937026,0.2449687194,0.4072312637,0.0651054737,1.7665167418,1.2879689774,6.5731239592,0.3019574204
10.906,0.7370767900,0.2346046582,0.3781433163,0.0642450490,1.7271297709,1.2566400022,6.4928003095,0.3225520097
10.907,0.7370767900,0.2449687194,0.3254214116,0.0628110077,1.6608049441,1.1835390603,6.4253032113,0.3416683486
10.908,0.7340310181,0.2694655913,0.3417833821,0.0616637747,1.5929583240,1.0582231598,5.9556411594,0.3508536850
10.909,0.7827633679,0.3146905857,0.3981412802,0.0613769664,1.4993363290,0.9381287551,5.7493229263,0.3526346871
10.910,0.8680449800,0.3627421422,0.4054132670,0.0622373912,1.4262691122,0.8876542952,5.9695190674,0.3504257212
10.911,0.8985026986,0.3815858898,0.4290472243,0.0656790902,1.3890802873,0.8772113035,5.9994196511,0.3442454755
10.912,0.9259146453,0.3881812015,0.4526811816,0.0676867480,1.3878226942,0.8824327993,5.9210304978,0.3261252271
10.913,1.0568828352,0.3928921384,0.4599531684,0.0659658985,1.3417356053,0.8824327993,6.3932578599,0.3033758681
10.914,1.1908967971,0.3966608879,0.4654071585,0.0630978160,1.1799922219,0.8806923007,6.1429508638,0.2877150098
10.915,1.2670410936,0.3994874501,0.4635891618,0.0599429252,0.9743704637,0.8928757911,6.7689706798,0.2880626135
10.916,1.2670410936,0.3966608879,0.4654071585,0.0573616509,0.9014511990,0.9155022731,7.9308880179,0.2930916553
10.917,1.2609495498,0.3900655762,0.4817691290,0.0539199518,0.9067352037,0.9329072593,8.2270762192,0.2916582569
10.918,1.2548580061,0.3815858898,0.4835871257,0.0507650610,0.9775408665,0.9381287551,8.1393510186,0.2917984197
10.919,1.2457206905,0.3768749529,0.4854051224,0.0493310197,1.0785604680,0.9329072593,8.0474624455,0.2898716482
10.920,1.2426749187,0.3759327655,0.4890411158,0.0476101702,1.1423067005,0.9294262620,8.0456120578,0.2865451175
10.921,1.2426749187,0.3768749529,0.4799511322,0.0435948547,1.1714427024,0.8441418298,7.9747926725,0.2869955073
10.922,1.2396291468,0.3768749529,0.4763151388,0.0418740051,1.1883092453,0.6700919679,7.9364391811,0.2862629230
10.923,1.2213545157,0.3768749529,0.4890411158,0.0427344299,1.1861745074,0.5691430481,7.9728581762,0.2829532118
10.924,1.2548580061,0.3806437024,0.4999490961,0.0427344299,1.1996592874,0.5726240453,8.3218665366,0.2749284235
10.925,1.2792241810,0.3806437024,0.4981310994,0.0433080464,1.2639022163,0.5778455412,8.8421619257,0.2564773908
10.926,1.2792241810,0.3787593277,0.5054030862,0.0456025124,1.3964144858,0.5795860398,9.0049960469,0.2299754061
10.927,1.3675515649,0.3731062034,0.5126750731,0.0487574032,1.5579570770,0.5743645440,9.0577320975,0.2040658429
10.928,1.4071465991,0.3561468305,0.4781331355,0.0499046363,1.6592091747,0.5656620509,9.2054687369,0.1924771815
10.929,1.3919177398,0.3146905857,0.4290472243,0.0501914445,1.6736662115,0.5726240453,9.3532053762,0.1929911118
10.930,1.3401396182,0.2562749680,0.4090492604,0.0490442115,1.6387283726,0.5865480343,9.1994970310,0.2019428435
10.931,1.3188192152,0.2148187231,0.3835973065,0.0447420877,1.6562818361,0.5743645440,9.2780123471,0.2183138600
10.932,1.3005445840,0.1922062260,0.3545093590,0.0404399639,1.7553357879,0.5621810536,9.8559220819,0.2485236184
10.933,1.2030798845,0.1978593503,0.3381473886,0.0398663474,1.8714359388,0.5604405550,9.4300805760,0.2614914818
10.934,1.1299813599,0.1997437250,0.3163314281,0.0427344299,1.9354146676,0.5848075357,9.3731811530,0.2600692965
10.935,1.0690659227,0.1912640386,0.3199674215,0.0467497455,1.9446088357,0.6056935191,8.9909499218,0.2500112130
10.936,1.0599286071,0.1799577900,0.3272394084,0.0481837867,1.9229232805,0.6161365108,8.2870456036,0.2371610863
10.937,1.0629743790,0.1648827919,0.3326933985,0.0481837867,1.8917582209,0.6248390039,8.0284118627,0.2345391073
10.938,1.1056151850,0.1724202909,0.3890512966,0.0476101702,1.8454914758,0.6387629928,8.0291688395,0.2367910565
10.939,1.1482559910,0.1856109143,0.4217752374,0.0458893207,1.7899248826,0.6544274804,8.0243325988,0.2400914235
10.940,1.1634848503,0.1959749755,0.4454091947,0.0444552794,1.7549659076,0.6613894749,8.0096136054,0.2481610639
10.941,1.1634848503,0.2232984096,0.4472271914,0.0438816629,1.7391773016,0.6596489762,8.0482194223,0.2485329626
10.942,1.1482559910,0.2638124670,0.4490451881,0.0433080464,1.7298985894,0.6770539624,8.1666021835,0.2484694221
10.943,1.1147525006,0.2835984021,0.4417732013,0.0415871969,1.7294335970,0.7118639348,8.2949097515,0.2526088972
10.944,1.0507912915,0.2883093390,0.4454091947,0.0410135804,1.6936503173,0.7693003892,7.9924554645,0.2582060655
10.945,1.0203335729,0.2949046506,0.4544991783,0.0407267721,1.6327997193,0.8406608325,7.4078170471,0.2624128187
10.946,1.0355624322,0.3052687118,0.4454091947,0.0378586896,1.5249743197,0.8998377855,7.1631032685,0.2690920440
10.947,0.9198231016,0.3165749604,0.4326832177,0.0338433740,1.3585493082,0.9346477579,7.0141891096,0.2815328953
10.948,0.8467245769,0.3184593352,0.4345012144,0.0332697575,1.2462008006,0.9398692537,6.8804144869,0.2954968491
10.949,0.8254041739,0.3184593352,0.4672251553,0.0358510318,1.2513685572,0.9311667607,6.6742224166,0.3061025020
10.950,0.8345414895,0.3307077712,0.5163110665,0.0372850731,1.2946868276,0.9329072593,6.7647231988,0.3055455884
10.951,0.8680449800,0.3523780810,0.5399450238,0.0369982648,1.2622007668,0.9590147385,6.3553669655,0.2880756954
10.952,0.8710907518,0.3570890179,0.5435810172,0.0367114566,1.1159923572,0.9920842123,5.1193920635,0.2621212801
10.953,0.8497703488,0.3467249567,0.5435810172,0.0367114566,0.9268144215,1.0234131874,4.7170588928,0.2510521555
10.954,0.8558618925,0.3401296450,0.5399450238,0.0338433740,0.8179639250,1.0425586722,4.7156711020,0.2525547009
10.955,0.8832738393,0.3429562071,0.5344910336,0.0281072089,0.8031687119,1.0495206667,4.5778592696,0.2496150195
10.956,0.8832738393,0.3429562071,0.5344910336,0.0254398922,0.8169071241,1.0425586722,5.1904217202,0.2461315064
10.957,0.8802280674,0.3504937062,0.5435810172,0.0255546155,0.8232479297,1.0216726888,7.1933402863,0.2436179199
10.958,0.8345414895,0.3523780810,0.5417630205,0.0256406579,0.8274751335,0.9990462068,7.7214998234,0.2408146636
10.959,0.7827633679,0.3467249567,0.5563069942,0.0260708703,0.8285319344,0.9990462068,7.8059868454,0.2375367227
10.960,0.7644887367,0.3401296450,0.5763049580,0.0260421895,0.8359295410,1.0216726888,8.8045654112,0.2292110516
10.961,0.7979922272,0.3212858973,0.5781229548,0.0264150402,0.8433271475,1.0477801681,9.8604639427,0.2272319526
10.962,0.8040837709,0.2892515263,0.5744869613,0.0265297635,0.8507247541,1.0477801681,9.8025972715,0.2264227460
10.963,0.8223584021,0.2741765282,0.5653969778,0.0266158060,0.8549519578,1.0268941846,9.8726176258,0.2246436127
10.964,0.9472350483,0.2666390292,0.5508530041,0.0273328266,0.8560087588,0.9833817192,10.3066597137,0.2218403564
