X [],R.RA: EMG 1 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.ES: EMG 2 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.IL: EMG 3 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.Gmax: EMG 4 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.RF: EMG 5 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.BF: EMG 6 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.MF: EMG 8 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS []
0.980,0.0359401079,0.0480515565,0.0516311067,0.0039579539,0.0171201752,0.2436698065,0.2237286995,0.0446652164
0.981,0.0359401079,0.0484284314,0.0592666928,0.0041587197,0.0160633742,0.2471508038,0.2338217236,0.0437307977
0.982,0.0341126448,0.0470151504,0.0594484925,0.0041874005,0.0172258553,0.2471508038,0.2346628089,0.0437307977
0.983,0.0328943361,0.0456960880,0.0578122955,0.0041013580,0.0171201752,0.2488913024,0.2409709489,0.0433570302
0.984,0.0325897589,0.0456018693,0.0554488997,0.0041013580,0.0171201752,0.2523722996,0.2481201743,0.0439176814
0.985,0.0310668730,0.0456960880,0.0549035007,0.0042160813,0.0171201752,0.2645557899,0.2611569970,0.0435439139
0.986,0.0310668730,0.0452249943,0.0594484925,0.0041874005,0.0171201752,0.2993657623,0.2632597103,0.0401800064
0.987,0.0294221562,0.0429637446,0.0630844859,0.0041013580,0.0170144951,0.2993657623,0.2535872290,0.0392455877
0.988,0.0280820165,0.0336360895,0.0809008537,0.0039292731,0.0162747344,0.3185112471,0.2708294784,0.0386849364
0.989,0.0269550810,0.0263812467,0.0834460491,0.0036711457,0.0159576941,0.3254732416,0.2720911064,0.0368160989
0.990,0.0230869507,0.0260043717,0.0856276452,0.0035277415,0.0159576941,0.3446187264,0.2872306424,0.0355079127
0.991,0.0219600151,0.0260985905,0.0894454383,0.0035851032,0.0154292937,0.3829096960,0.2842868437,0.0358816802
0.992,0.0204980446,0.0256274968,0.0910816353,0.0035851032,0.0162747344,0.4142386711,0.2956414958,0.0362554477
0.993,0.0186096661,0.0256274968,0.0912634350,0.0036711457,0.0170144951,0.4316436573,0.3027907211,0.0362554477
0.994,0.0171172379,0.0244026532,0.0910816353,0.0037858690,0.0166974548,0.4351246545,0.3040523492,0.0351341452
0.995,0.0172390687,0.0230835909,0.0912634350,0.0038719114,0.0168031349,0.4438271476,0.3444244453,0.0343866102
0.996,0.0206198755,0.0240257782,0.0928996320,0.0038432306,0.0162747344,0.4490486435,0.3944690228,0.0341997264
0.997,0.0207112486,0.0262870280,0.0925360327,0.0037285073,0.0163804145,0.4490486435,0.4016182482,0.0332653076
0.998,0.0202848406,0.0262870280,0.0908998357,0.0036711457,0.0196564974,0.4455676462,0.3948895655,0.0302751676
0.999,0.0213813185,0.0269465591,0.0908998357,0.0035851032,0.0243064215,0.4351246545,0.4247480949,0.0278456789
1.000,0.0211376567,0.0260043717,0.0892636386,0.0034703799,0.0265257035,0.4177196683,0.4331589483,0.0327046564
1.001,0.0210158258,0.0255332781,0.0889000393,0.0032122524,0.0265257035,0.4159791697,0.4289535216,0.0341997264
1.002,0.0211985721,0.0270407779,0.0998080195,0.0030975291,0.0254689026,0.4194601669,0.4541860817,0.0340128427
1.003,0.0212899453,0.0277003090,0.1032622133,0.0031262100,0.0253632225,0.4229411642,0.4668023618,0.0336390751
1.004,0.0218686420,0.0294904651,0.1048984103,0.0031548908,0.0252575424,0.4229411642,0.4668023618,0.0332653076
1.005,0.0216249802,0.0311864024,0.1088980031,0.0029828058,0.0252575424,0.4159791697,0.4625969351,0.0336390751
1.006,0.0210767413,0.0317517148,0.1085344038,0.0029828058,0.0252575424,0.3933526877,0.4625969351,0.0364423314
1.007,0.0213813185,0.0319401523,0.1067164071,0.0030114867,0.0255745827,0.3933526877,0.4710077885,0.0401800064
1.008,0.0210158258,0.0316574960,0.0952630278,0.0029828058,0.0268427438,0.3811691974,0.4752132151,0.0431701464
1.009,0.0208939950,0.0303384337,0.1067164071,0.0030401675,0.0274768244,0.3742072029,0.4794186418,0.0444783327
1.010,0.0206503332,0.0299615588,0.1108977995,0.0030975291,0.0276881845,0.3568022167,0.4752132151,0.0444783327
1.011,0.0202848406,0.0303384337,0.1081708044,0.0030401675,0.0282165850,0.3167707485,0.4794186418,0.0441045652
1.012,0.0201325520,0.0306210899,0.1070800064,0.0029541250,0.0273711443,0.2749987817,0.4752132151,0.0439176814
1.013,0.0205285023,0.0305268712,0.1083526041,0.0027791720,0.0268427438,0.2419293079,0.4710077885,0.0446652164
1.014,0.0207417064,0.0305268712,0.1103524005,0.0023919808,0.0267370637,0.2140813300,0.4710077885,0.0450389840
1.015,0.0204675869,0.0311864024,0.1112613988,0.0022256321,0.0266313836,0.1949358452,0.4373643750,0.0457865190
1.016,0.0188228701,0.0309037461,0.1112613988,0.0022428405,0.0266313836,0.2088598342,0.3877403401,0.0465340540
1.017,0.0185487506,0.0289251526,0.1112613988,0.0020478109,0.0266313836,0.2071193355,0.3793294868,0.0461602865
1.018,0.0184573775,0.0291135901,0.1114431985,0.0019474280,0.0245177817,0.2088598342,0.3776473161,0.0444783327
1.019,0.0170563224,0.0291135901,0.1119885975,0.0019474280,0.0197621775,0.2106003328,0.3410601040,0.0435439139
1.020,0.0161121331,0.0284540589,0.1130793956,0.0020850960,0.0165917747,0.2140813300,0.3524147560,0.0398062389
1.021,0.0157466405,0.0275118716,0.1092616025,0.0021023045,0.0163804145,0.2593342941,0.3751240601,0.0366292152
1.022,0.0155029788,0.0260043717,0.0972628241,0.0020105259,0.0155349738,0.3811691974,0.3683953774,0.0366292152
1.023,0.0157161828,0.0254390593,0.0947176288,0.0019589004,0.0168031349,0.4177196683,0.3419011893,0.0364423314
1.024,0.0153202325,0.0232720283,0.0958084268,0.0018671217,0.0174372155,0.4229411642,0.3532558413,0.0368160989
1.025,0.0152593170,0.0206339037,0.0947176288,0.0018671217,0.0195508173,0.4386056517,0.3831143708,0.0370029827
1.026,0.0170258647,0.0207281224,0.0934450311,0.0018699898,0.0205019382,0.4560106379,0.3898430535,0.0341997264
1.027,0.0167212875,0.0283598402,0.0938086304,0.0018958026,0.0205019382,0.4716751255,0.3814322001,0.0321440051
1.028,0.0178177654,0.0317517148,0.0925360327,0.0023174107,0.0194451372,0.4803776186,0.3620872374,0.0347603777
1.029,0.0188228701,0.0351435894,0.0763558619,0.0027361507,0.0190224169,0.4925611089,0.3498915000,0.0336390751
1.030,0.0188228701,0.0457903068,0.0690838751,0.0032696141,0.0195508173,0.5064850979,0.3477887867,0.0358816802
1.031,0.0188533278,0.0515376498,0.0690838751,0.0034703799,0.0212416988,0.5169280896,0.3435833600,0.0362554477
1.032,0.0189142432,0.0523856185,0.0687202758,0.0036424648,0.0216644192,0.5273710813,0.3389573906,0.0360685639
1.033,0.0189751587,0.0524798372,0.0659932807,0.0037571881,0.0217700993,0.5412950702,0.3469477013,0.0351341452
1.034,0.0187314969,0.0527624934,0.0638116846,0.0037571881,0.0216644192,0.5499975633,0.3591434387,0.0349472614
1.035,0.0181528003,0.0537046808,0.0625390869,0.0037858690,0.0222984998,0.5465165661,0.3591434387,0.0349472614
1.036,0.0189751587,0.0540815557,0.0598120919,0.0037571881,0.0222984998,0.5360735744,0.3835349135,0.0379374014
1.037,0.0213204030,0.0588867114,0.0587212938,0.0037571881,0.0225098600,0.5378140730,0.4062442175,0.0377505177
1.038,0.0215336070,0.0597346800,0.0587212938,0.0037285073,0.0224041799,0.5412950702,0.4108701869,0.0383111689
1.039,0.0230564930,0.0609595236,0.0579940951,0.0037285073,0.0222984998,0.5656620509,0.4066647602,0.0381242852
1.040,0.0234219856,0.0646340544,0.0561760984,0.0037858690,0.0225098600,0.6248390039,0.3847965415,0.0409275414
1.041,0.0240920554,0.0673663978,0.0556306994,0.0041013580,0.0224041799,0.6509464831,0.3683953774,0.0491504265
1.042,0.0240311400,0.0674606166,0.0554488997,0.0042160813,0.0222984998,0.5900290315,0.3633488654,0.0541962877
1.043,0.0239093091,0.0674606166,0.0532673037,0.0041874005,0.0225098600,0.5656620509,0.3604050667,0.0545700552
1.044,0.0242443440,0.0674606166,0.0479951132,0.0041874005,0.0226155400,0.5639215522,0.3507325853,0.0547569390
1.045,0.0240615977,0.0676490540,0.0405413267,0.0042160813,0.0210303386,0.5499975633,0.3280232812,0.0553175902
1.046,0.0237265628,0.0673663978,0.0401777274,0.0042160813,0.0203962581,0.5343330757,0.3271821959,0.0566257765
1.047,0.0238788514,0.0656704605,0.0401777274,0.0042160813,0.0207132984,0.5204090868,0.3330697933,0.0584946140
1.048,0.0232087816,0.0660473355,0.0394505287,0.0039866347,0.0214530590,0.5134470923,0.3355930493,0.0598028003
1.049,0.0228737467,0.0653878043,0.0396323283,0.0036711457,0.0214530590,0.5064850979,0.3385368479,0.0627929403
1.050,0.0238788514,0.0595462426,0.0401777274,0.0031548908,0.0205019382,0.4977826048,0.3376957626,0.0627929403
1.051,0.0239093091,0.0552121806,0.0409049260,0.0029541250,0.0180712960,0.4943016075,0.3351725066,0.0631667078
1.052,0.0240006823,0.0548353056,0.0405413267,0.0027562273,0.0176485756,0.4838586158,0.3351725066,0.0631667078
1.053,0.0235438165,0.0568138991,0.0421775237,0.0026214274,0.0178599358,0.4699346269,0.3284438239,0.0633535915
1.054,0.0258890608,0.0576618678,0.0470861149,0.0026128232,0.0179656159,0.4594916352,0.3259205679,0.0633535915
1.055,0.0262545534,0.0563428055,0.0465407159,0.0026300317,0.0173315354,0.4664536296,0.3297054519,0.0629798240
1.056,0.0241225131,0.0554948368,0.0469043152,0.0026931295,0.0185996965,0.4664536296,0.2981647518,0.0605503353
1.057,0.0223255077,0.0510665561,0.0476315139,0.0027992486,0.0191280970,0.4664536296,0.2674651370,0.0603634515
1.058,0.0235742742,0.0512549936,0.0478133136,0.0029828058,0.0192337770,0.4664536296,0.2632597103,0.0599896840
1.059,0.0229042044,0.0500301500,0.0485405122,0.0030114867,0.0197621775,0.4403461504,0.2641007957,0.0601765678
1.060,0.0226605426,0.0451307756,0.0483587126,0.0028566102,0.0200792178,0.3515807208,0.2607364543,0.0583077303
1.061,0.0229042044,0.0413620261,0.0483587126,0.0023919808,0.0212416988,0.2628152913,0.2455969183,0.0534487527
1.062,0.0236961051,0.0412678073,0.0503585090,0.0021826108,0.0221928197,0.2523722996,0.2207849008,0.0508323802
1.063,0.0241834286,0.0415504636,0.0509039080,0.0021940831,0.0213473789,0.2471508038,0.2207849008,0.0523274502
1.064,0.0240920554,0.0429637446,0.0507221083,0.0023633000,0.0208189785,0.2384483107,0.2127945901,0.0540094040
1.065,0.0247316675,0.0432464008,0.0494495106,0.0026128232,0.0206076183,0.2367078121,0.1846182314,0.0555044740
1.066,0.0252799064,0.0431521821,0.0478133136,0.0026644487,0.0203962581,0.2367078121,0.1694786953,0.0571864278
1.067,0.0252189910,0.0411735886,0.0479951132,0.0026759210,0.0199735377,0.2367078121,0.1585445859,0.0551307065
1.068,0.0260108917,0.0374990578,0.0523583053,0.0027734358,0.0184940164,0.2262648203,0.1774690060,0.0497110777
1.069,0.0270159964,0.0369337454,0.0521765057,0.0030401675,0.0184940164,0.2158218286,0.2039631941,0.0455996352
1.070,0.0266200461,0.0403256200,0.0498131099,0.0030975291,0.0188110567,0.2053788369,0.2043837368,0.0470947052
1.071,0.0267418769,0.0397603075,0.0492677109,0.0030688483,0.0188110567,0.1862333521,0.2514845156,0.0495241940
1.072,0.0268941655,0.0413620261,0.0496313103,0.0029828058,0.0188110567,0.1844928535,0.3204535132,0.0500848452
1.073,0.0268027924,0.0387239014,0.0523583053,0.0030114867,0.0190224169,0.1827523549,0.3654515787,0.0527012177
1.074,0.0245793789,0.0391949951,0.0496313103,0.0030401675,0.0189167368,0.1844928535,0.3612461520,0.0532618690
1.075,0.0243661749,0.0473920253,0.0487223119,0.0030114867,0.0188110567,0.1677840668,0.4205426683,0.0536356365
1.076,0.0252494487,0.0509723374,0.0539945024,0.0029541250,0.0174372155,0.1931953466,0.4794186418,0.0543831715
1.077,0.0256453991,0.0511607749,0.0694474744,0.0028594783,0.0161690543,0.2088598342,0.4836240685,0.0547569390
1.078,0.0248839561,0.0504070249,0.0770830606,0.0026529764,0.0164860946,0.1984168425,0.5298837620,0.0560651252
1.079,0.0241225131,0.0502185875,0.0774466600,0.0026300317,0.0161690543,0.1914548480,0.5425000421,0.0571864278
1.080,0.0240920554,0.0503128062,0.0789010573,0.0026214274,0.0164860946,0.1966763438,0.6139922957,0.0575601953
1.081,0.0236961051,0.0500301500,0.0789010573,0.0026156913,0.0151122534,0.2175623273,0.6812791226,0.0566257765
1.082,0.0229346621,0.0505012437,0.1125339965,0.0026214274,0.0137384122,0.2436698065,0.7107171094,0.0553175902
1.083,0.0243661749,0.0504070249,0.1467123347,0.0026558444,0.0136327321,0.2715177844,0.7275388161,0.0536356365
1.084,0.0259804340,0.0494648376,0.1478031328,0.0025067041,0.0145838529,0.2749987817,0.7443605228,0.0528881015
1.085,0.0254931105,0.0501243687,0.1518027255,0.0023460915,0.0166974548,0.2784797789,0.7737985096,0.0523274502
1.086,0.0246707521,0.0504070249,0.1558023183,0.0023633000,0.0168031349,0.2819607761,0.7906202163,0.0497110777
1.087,0.0256149413,0.0504070249,0.1572567157,0.0023174107,0.0181769761,0.3376567319,0.7990310697,0.0487766590
1.088,0.0249448715,0.0513492123,0.1563477173,0.0022026874,0.0183883363,0.3707262056,0.7906202163,0.0489635427
1.089,0.0233610702,0.0528567121,0.1567113167,0.0018441771,0.0181769761,0.3707262056,0.7864147896,0.0491504265
1.090,0.0229042044,0.0525740559,0.1603473101,0.0017437942,0.0178599358,0.3724667043,0.7864147896,0.0467209377
1.091,0.0236351896,0.0543642120,0.1643469029,0.0017380580,0.0179656159,0.3794286987,0.7780039363,0.0431701464
1.092,0.0234829010,0.0525740559,0.1654377009,0.0017122453,0.0191280970,0.3985741835,0.7569768029,0.0422357277
1.093,0.0234829010,0.0524798372,0.1641651032,0.0016204666,0.0196564974,0.4246816628,0.7359496695,0.0390587039
1.094,0.0237570205,0.0517260873,0.1645287025,0.0016634879,0.0199735377,0.4281626600,0.7359496695,0.0386849364
1.095,0.0235438165,0.0466382754,0.1718006894,0.0016548836,0.0211360187,0.4281626600,0.7023062560,0.0450389840
1.096,0.0226300849,0.0428695259,0.1754366828,0.0015917858,0.0212416988,0.4177196683,0.6644574158,0.0484028915
1.097,0.0218990997,0.0432464008,0.1699826927,0.0015545007,0.0213473789,0.4090171752,0.6644574158,0.0482160077
1.098,0.0211985721,0.0453192131,0.1668920983,0.0015516327,0.0213473789,0.4281626600,0.6392248558,0.0493373102
1.099,0.0212899453,0.0457903068,0.1674374973,0.0016147305,0.0210303386,0.4490486435,0.6350194291,0.0506454965
1.100,0.0211985721,0.0456018693,0.1670738979,0.0016634879,0.0202905780,0.4455676462,0.5677326021,0.0513930315
1.101,0.0205894178,0.0456018693,0.1672556976,0.0018298367,0.0199735377,0.4473081448,0.4836240685,0.0506454965
1.102,0.0205894178,0.0452249943,0.1461669357,0.0019158791,0.0197621775,0.4490486435,0.4373643750,0.0497110777
1.103,0.0192188204,0.0452249943,0.1116249982,0.0018871983,0.0196564974,0.4386056517,0.4205426683,0.0498979615
1.104,0.0183660043,0.0471093691,0.1105342002,0.0019589004,0.0197621775,0.4403461504,0.3944690228,0.0485897752
1.105,0.0185792083,0.0490879626,0.1050802100,0.0020793598,0.0195508173,0.4368651531,0.3368546773,0.0470947052
1.106,0.0192797359,0.0489937439,0.1021714153,0.0020937003,0.0195508173,0.4351246545,0.3242383972,0.0485897752
1.107,0.0193711090,0.0497474938,0.1141701936,0.0021051726,0.0181769761,0.4107576739,0.3532558413,0.0484028915
1.108,0.0193711090,0.0508781186,0.1167153890,0.0021768747,0.0178599358,0.4438271476,0.3620872374,0.0482160077
1.109,0.0193406513,0.0509723374,0.1161699900,0.0022743895,0.0178599358,0.4577511365,0.3864787121,0.0489635427
1.110,0.0192492782,0.0484284314,0.1105342002,0.0023174107,0.0182826562,0.4734156241,0.4331589483,0.0487766590
1.111,0.0193711090,0.0457903068,0.1054438094,0.0023317511,0.0192337770,0.4768966213,0.4247480949,0.0485897752
1.112,0.0209244527,0.0468267129,0.1039894120,0.0026386359,0.0180712960,0.4612321338,0.4373643750,0.0485897752
1.113,0.0210158258,0.0510665561,0.1048984103,0.0030688483,0.0178599358,0.4351246545,0.4331589483,0.0485897752
1.114,0.0218077265,0.0521971810,0.1043530113,0.0032409333,0.0175428956,0.4438271476,0.4289535216,0.0495241940
1.115,0.0238483937,0.0502185875,0.0916270343,0.0033556566,0.0161690543,0.4716751255,0.4289535216,0.0439176814
1.116,0.0259804340,0.0500301500,0.0812644531,0.0033843374,0.0164860946,0.4768966213,0.4289535216,0.0392455877
1.117,0.0261327226,0.0491821814,0.0819916518,0.0034130182,0.0165917747,0.4768966213,0.4289535216,0.0390587039
1.118,0.0261327226,0.0486168689,0.0839914481,0.0033843374,0.0161690543,0.4699346269,0.4121318149,0.0368160989
1.119,0.0261327226,0.0490879626,0.0816280524,0.0033843374,0.0165917747,0.4647131310,0.4104496442,0.0401800064
1.120,0.0262850111,0.0491821814,0.0812644531,0.0036998265,0.0172258553,0.4768966213,0.4129729002,0.0418619602
1.121,0.0262545534,0.0494648376,0.0814462527,0.0039005923,0.0172258553,0.4734156241,0.4138139856,0.0416750764
1.122,0.0264372997,0.0494648376,0.0825370508,0.0039866347,0.0172258553,0.4629726324,0.4150756136,0.0413013089
1.123,0.0265591306,0.0497474938,0.0841732478,0.0039866347,0.0173315354,0.4594916352,0.4041415042,0.0409275414
1.124,0.0252494487,0.0511607749,0.0845368472,0.0039292731,0.0161690543,0.4594916352,0.4096085589,0.0414881927
1.125,0.0252189910,0.0559659305,0.0861730442,0.0038145498,0.0142668126,0.4594916352,0.4541860817,0.0422357277
1.126,0.0244880058,0.0617132735,0.0834460491,0.0037858690,0.0147952131,0.4594916352,0.4668023618,0.0435439139
1.127,0.0239093091,0.0636918670,0.0618118882,0.0037858690,0.0152179335,0.4438271476,0.4331589483,0.0472815890
1.128,0.0235742742,0.0627496797,0.0552671001,0.0037571881,0.0152179335,0.3829096960,0.4289535216,0.0487766590
1.129,0.0237874782,0.0606768674,0.0550853004,0.0037285073,0.0156406539,0.3724667043,0.4075058455,0.0478422402
1.130,0.0240920554,0.0601115550,0.0556306994,0.0038432306,0.0178599358,0.3637642112,0.3566201827,0.0476553565
1.131,0.0232696970,0.0602999925,0.0534491034,0.0038432306,0.0179656159,0.3794286987,0.3469477013,0.0478422402
1.132,0.0217772688,0.0602999925,0.0532673037,0.0036424648,0.0178599358,0.4124981725,0.3360135919,0.0484028915
1.133,0.0215336070,0.0624670234,0.0527219047,0.0033269758,0.0170144951,0.4507891421,0.3608256094,0.0485897752
1.134,0.0207417064,0.0673663978,0.0505403086,0.0031262100,0.0174372155,0.4455676462,0.3713391761,0.0489635427
1.135,0.0202239251,0.0687796789,0.0503585090,0.0029541250,0.0175428956,0.4212006656,0.3721802614,0.0497110777
1.136,0.0195233976,0.0689681164,0.0503585090,0.0029254442,0.0171201752,0.4194601669,0.3713391761,0.0498979615
1.137,0.0198888902,0.0703813975,0.0487223119,0.0029254442,0.0170144951,0.4159791697,0.3717597187,0.0500848452
1.138,0.0204675869,0.0702871787,0.0432683218,0.0029254442,0.0171201752,0.4090171752,0.3751240601,0.0498979615
1.139,0.0213813185,0.0694392101,0.0434501214,0.0028967634,0.0170144951,0.3950931863,0.3704980907,0.0482160077
1.140,0.0215031493,0.0697218663,0.0445409195,0.0024952318,0.0163804145,0.3881311918,0.3717597187,0.0558782415
1.141,0.0217772688,0.0703813975,0.0447227191,0.0020076578,0.0163804145,0.3863906932,0.3726008041,0.0620454053
1.142,0.0265286729,0.0717946785,0.0421775237,0.0017925516,0.0166974548,0.3829096960,0.3726008041,0.0624191728
1.143,0.0299094797,0.0738674908,0.0496313103,0.0018527813,0.0166974548,0.3776882001,0.3696570054,0.0652224290
1.144,0.0310668730,0.0723599910,0.0649024827,0.0019589004,0.0168031349,0.3759477015,0.3620872374,0.0661568478
1.145,0.0310668730,0.0666126479,0.0661750804,0.0021051726,0.0175428956,0.3759477015,0.3086783185,0.0652224290
1.146,0.0310668730,0.0610537424,0.0658114810,0.0021367215,0.0200792178,0.3863906932,0.2704089357,0.0627929403
1.147,0.0304577186,0.0583213990,0.0676294777,0.0021338534,0.0205019382,0.4246816628,0.2817635877,0.0598028003
1.148,0.0304577186,0.0578503053,0.0690838751,0.0021023045,0.0210303386,0.4490486435,0.2956414958,0.0588683815
1.149,0.0304577186,0.0579445240,0.0689020754,0.0019961855,0.0215587391,0.4473081448,0.2977442091,0.0598028003
1.150,0.0307622958,0.0575676491,0.0701746731,0.0017810793,0.0193394571,0.4455676462,0.2948004104,0.0605503353
1.151,0.0307622958,0.0574734303,0.0721744695,0.0018699898,0.0182826562,0.4316436573,0.3137248305,0.0612978703
1.152,0.0310668730,0.0566254617,0.0732652675,0.0019474280,0.0182826562,0.4090171752,0.3524147560,0.0618585215
1.153,0.0310668730,0.0503128062,0.0743560656,0.0019445600,0.0183883363,0.3689857070,0.3839554561,0.0618585215
1.154,0.0307622958,0.0421157760,0.0759922626,0.0020105259,0.0180712960,0.3602832139,0.4062442175,0.0605503353
1.155,0.0293916984,0.0406082762,0.0787192577,0.0022629171,0.0180712960,0.3689857070,0.4247480949,0.0611109865
1.156,0.0279906434,0.0407024949,0.0823552511,0.0027705677,0.0185996965,0.3794286987,0.4878294952,0.0612978703
1.157,0.0298485642,0.0375932766,0.0845368472,0.0028307975,0.0189167368,0.3829096960,0.5172674820,0.0612978703
1.158,0.0316760273,0.0351435894,0.1007170179,0.0030114867,0.0189167368,0.3794286987,0.5298837620,0.0609241028
1.159,0.0310668730,0.0353320268,0.1087162034,0.0030401675,0.0187053766,0.3794286987,0.5340891887,0.0579339628
1.160,0.0310668730,0.0345782769,0.1083526041,0.0030401675,0.0188110567,0.3846501946,0.5382946154,0.0480291240
1.161,0.0307622958,0.0326939022,0.1118067979,0.0031548908,0.0188110567,0.3985741835,0.5382946154,0.0398062389
1.162,0.0267114192,0.0291135901,0.1181697863,0.0031548908,0.0193394571,0.4055361780,0.5382946154,0.0390587039
1.163,0.0218990997,0.0225182784,0.1168971886,0.0031262100,0.0193394571,0.4055361780,0.5382946154,0.0343866102
