[Data],,,,
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
Index,Series,,,Series
565,16.822474,6.779857,3.143053,-12.114624
566,16.879904,6.925202,3.277125,-11.861336
567,16.934811,7.075088,3.400192,-11.617409
568,16.992455,7.235277,3.509874,-11.388077
569,17.058178,7.4084,3.605849,-11.174751
570,17.131132,7.590302,3.691866,-10.974113
571,17.208593,7.777974,3.771898,-10.781631
572,17.289902,7.975036,3.842952,-10.596352
573,17.373774,8.186426,3.897653,-10.420128
574,17.457973,8.41287,3.933371,-10.25396
575,17.540829,8.649859,3.957943,-10.095123
576,17.622175,8.89003,3.986893,-9.937286
577,17.702555,9.127961,4.030442,-9.776321
578,17.782858,9.364007,4.084973,-9.614922
579,17.863312,9.603867,4.13734,-9.458878
580,17.941656,9.853259,4.1748,-9.311363
581,18.014656,10.114779,4.189156,-9.173065
582,18.080313,10.387247,4.177429,-9.042862
583,18.136183,10.664966,4.142382,-8.917877
584,18.179056,10.941413,4.088229,-8.797035
585,18.207617,11.213514,4.018264,-8.681839
586,18.225254,11.481462,3.938877,-8.571724
587,18.238317,11.747343,3.857369,-8.463577
588,18.250286,12.011751,3.777237,-8.354362
589,18.259579,12.272066,3.700006,-8.242149
590,18.261051,12.525066,3.623824,-8.127747
591,18.248371,12.769997,3.540077,-8.015068
592,18.216669,13.007345,3.43917,-7.907585
593,18.16675,13.238594,3.318332,-7.805908
594,18.106894,13.468374,3.180814,-7.709244
595,18.046413,13.702554,3.030185,-7.617287
596,17.990465,13.945314,2.866661,-7.531113
597,17.939487,14.196557,2.689219,-7.452362
598,17.893755,14.454135,2.498734,-7.381744
599,17.85573,14.718372,2.295698,-7.319359
600,17.828461,14.992883,2.078047,-7.266197
601,17.812038,15.280678,1.842607,-7.224518
602,17.803387,15.581651,1.587201,-7.196068
603,17.797102,15.891717,1.312226,-7.179169
604,17.786978,16.204958,1.021457,-7.167618
605,17.768967,16.517485,0.72059,-7.153831
606,17.742628,16.828592,0.414308,-7.134346
607,17.7092,17.138605,0.106022,-7.110878
608,17.670954,17.448513,-0.200665,-7.086716
609,17.630877,17.759615,-0.502277,-7.063988
610,17.594166,18.074873,-0.797019,-7.044205
611,17.564028,18.395569,-1.083919,-7.028519
612,17.538223,18.716057,-1.359775,-7.015472
613,17.513285,19.026108,-1.61839,-6.997658
614,17.489172,19.319572,-1.854262,-6.96167
615,17.467745,19.597523,-2.066251,-6.894218
616,17.449169,19.862944,-2.256483,-6.791908
617,17.432604,20.117443,-2.428448,-6.666649
618,17.419214,20.364058,-2.587749,-6.538666
619,17.409636,20.605509,-2.740908,-6.422302
620,17.403231,20.841673,-2.890733,-6.320236
621,17.400961,21.071642,-3.034583,-6.22834
622,17.40521,21.295277,-3.167981,-6.141891
623,17.416656,21.51227,-3.287544,-6.057053
624,17.432238,21.721422,-3.390104,-5.970184
625,17.4478,21.919743,-3.470459,-5.877487
626,17.461414,22.102531,-3.523737,-5.774498
627,17.473183,22.267338,-3.550521,-5.657143
628,17.482834,22.417812,-3.558473,-5.525505
629,17.488522,22.561962,-3.557878,-5.384026
630,17.48859,22.705622,-3.555025,-5.23735
631,17.48579,22.850065,-3.549918,-5.088036
632,17.484772,22.992168,-3.53811,-4.936356
633,17.486578,23.123697,-3.512436,-4.778183
634,17.490444,23.233837,-3.46395,-4.605537
635,17.496372,23.313953,-3.384855,-4.414238
636,17.504635,23.364065,-3.274334,-4.208801
637,17.517738,23.399429,-3.143007,-3.997887
638,17.540138,23.443493,-3.007687,-3.788574
639,17.57436,23.511999,-2.880124,-3.584366
640,17.618031,23.607082,-2.763023,-3.384705
641,17.666134,23.722441,-2.65393,-3.18644
642,17.713209,23.847034,-2.548706,-2.987602
643,17.755024,23.970169,-2.443431,-2.789734
644,17.791252,24.088684,-2.336017,-2.596397
645,17.825994,24.206646,-2.225879,-2.40937
646,17.863995,24.328308,-2.112856,-2.226379
647,17.904749,24.453043,-1.998358,-2.043457
648,17.940041,24.573811,-1.88449,-1.857925
649,17.962702,24.684017,-1.770678,-1.668495
650,17.973532,24.784292,-1.653905,-1.474617
651,17.978315,24.882353,-1.532462,-1.275986
652,17.980972,24.986639,-1.407867,-1.071884
653,17.982033,25.101328,-1.284272,-0.86264
654,17.981236,25.226421,-1.167761,-0.653625
655,17.978638,25.358511,-1.062301,-0.454422
656,17.975777,25.492952,-0.965674,-0.271538
657,17.975035,25.625561,-0.871768,-0.103676
658,17.97891,25.754988,-0.77671,0.056351
659,17.987497,25.879873,-0.6793,0.218002
660,17.994921,25.993269,-0.577295,0.390343
661,17.993113,26.087379,-0.467013,0.580238
662,17.978617,26.16449,-0.349268,0.789833
663,17.954691,26.23934,-0.23268,1.014626
664,17.925179,26.327244,-0.127811,1.245567
665,17.890381,26.433834,-0.039135,1.473785
666,17.847206,26.554676,0.035444,1.693573
667,17.791756,26.680435,0.10111,1.902733
668,17.722017,26.803209,0.1625,2.101089
669,17.64105,26.921591,0.221216,2.288361
670,17.555515,27.038679,0.275886,2.462593
671,17.472572,27.156969,0.324675,2.620819
672,17.398325,27.276972,0.367762,2.763168
673,17.338934,27.400299,0.407298,2.895599
674,17.300325,27.530846,0.446453,3.027306
675,17.283041,27.67041,0.489623,3.165848
676,17.279131,27.81452,0.541602,3.314217
677,17.276928,27.954451,0.605367,3.470535
678,17.266935,28.083282,0.680127,3.628929
679,17.245358,28.200441,0.762905,3.78228
680,17.21368,28.310356,0.850776,3.924652
681,17.176031,28.418232,0.941363,4.052315
682,17.138046,28.528931,1.032381,4.165955
683,17.107018,28.6488,1.121275,4.272202
684,17.088928,28.782896,1.207072,4.381142
685,17.08337,28.928961,1.292239,4.501274
686,17.082756,29.077723,1.380882,4.635117
687,17.078094,29.220432,1.474801,4.777054
688,17.065334,29.353937,1.572513,4.917534
689,17.045471,29.478626,1.672026,5.050087
690,17.022289,29.595741,1.77346,5.172028
691,16.999796,29.706867,1.878062,5.280846
692,16.981289,29.81406,1.987059,5.373756
693,16.968002,29.918556,2.101135,5.448509
694,16.959332,30.020725,2.220452,5.505852
695,16.953405,30.119528,2.346333,5.55217
696,16.948267,30.212864,2.481399,5.595062
697,16.943272,30.300623,2.625639,5.636063
698,16.93791,30.385159,2.775363,5.671738
699,16.930862,30.469278,2.926746,5.698746
700,16.922916,30.556461,3.079549,5.71505
701,16.917837,30.650633,3.235624,5.718246
702,16.917446,30.752516,3.395126,5.706429
703,16.91737,30.856985,3.555804,5.680641
704,16.910219,30.956181,3.716276,5.64315
705,16.89393,31.047035,3.878519,5.594597
706,16.874535,31.133604,4.046045,5.533348
707,16.858654,31.221287,4.220684,5.456512
708,16.847239,31.312414,4.402551,5.360962
709,16.837896,31.408722,4.592356,5.245705
710,16.830328,31.513771,4.791483,5.112411
711,16.825207,31.627949,5.000141,4.962654
712,16.821831,31.746542,5.217326,4.796059
713,16.819977,31.864567,5.443061,4.610924
714,16.819464,31.97772,5.679669,4.404289
715,16.817621,32.081047,5.929867,4.171577
716,16.809704,32.170532,6.194594,3.907135
717,16.791548,32.244431,6.473178,3.605797
718,16.762613,32.302776,6.765187,3.267021
719,16.727396,32.347645,7.071008,2.896935
720,16.691856,32.380203,7.392407,2.502014
721,16.660013,32.398144,7.733113,2.083824
722,16.633101,32.396858,8.097548,1.641182
723,16.607908,32.370861,8.488568,1.172462
724,16.579126,32.315937,8.907578,0.675659
725,16.545563,32.232147,9.355037,0.146004
726,16.512783,32.124298,9.83025,-0.426079
727,16.488073,31.997694,10.332043,-1.049744
728,16.476303,31.855356,10.860085,-1.724495
729,16.479244,31.698864,11.414633,-2.439835
730,16.498091,31.531794,11.996204,-3.18573
731,16.532888,31.358484,12.606197,-3.95916
732,16.581131,31.179323,13.248184,-4.760216
733,16.638128,30.989153,13.926117,-5.586319
734,16.698727,30.78068,14.641721,-6.429893
735,16.758438,30.546528,15.396315,-7.280228
736,16.814035,30.279732,16.193712,-8.127266
737,16.863224,29.974871,17.039501,-8.966522
738,16.905962,29.629827,17.938417,-9.801582
739,16.946455,29.246635,18.893707,-10.636497
740,16.991629,28.831507,19.90509,-11.466782
741,17.044468,28.391251,20.966595,-12.28083
742,17.100628,27.929865,22.068665,-13.068527
743,17.152147,27.447666,23.203606,-13.825287
744,17.195131,26.945526,24.367243,-14.550858
745,17.23247,26.428267,25.556063,-15.24939
746,17.269196,25.902006,26.765503,-15.930649
747,17.307501,25.369371,27.990738,-16.611443
748,17.34549,24.829107,29.227299,-17.315605
749,17.37924,24.278849,30.47093,-18.068779
750,17.406315,23.716763,31.71818,-18.892197
751,17.428652,23.142342,32.967625,-19.799759
752,17.451244,22.557369,34.219643,-20.794739
753,17.478117,21.965836,35.474415,-21.868767
754,17.509319,21.372034,36.730324,-23.004074
755,17.541206,20.779585,37.983669,-24.176239
756,17.570341,20.192568,39.229496,-25.359001
757,17.596397,19.615242,40.464214,-26.527027
758,17.621258,19.050077,41.687557,-27.655624
759,17.647148,18.497515,42.902267,-28.720798
760,17.675901,17.957411,44.111958,-29.702946
761,17.708261,17.428768,45.319778,-30.588547
762,17.743723,16.909561,46.526909,-31.371799
763,17.780012,16.396479,47.732288,-32.053055
764,17.814707,15.887174,48.934509,-32.630592
765,17.846291,15.381675,50.132622,-33.096054
766,17.873257,14.881395,51.32457,-33.441608
767,17.893551,14.387201,52.507454,-33.667149
768,17.90587,13.898908,53.679638,-33.778389
769,17.912405,13.417541,54.840637,-33.783459
770,17.918406,12.946276,55.989887,-33.692932
771,17.928722,12.488748,57.126701,-33.519665
772,17.944622,12.046031,58.25053,-33.277279
773,17.96452,11.615437,59.360123,-32.984394
774,17.986134,11.190435,60.452099,-32.672237
775,18.008724,10.764601,61.519657,-32.380424
776,18.034359,10.335097,62.556267,-32.134796
777,18.06673,9.900814,63.561424,-31.932232
778,18.106874,9.458821,64.539085,-31.751701
779,18.150299,9.00585,65.492432,-31.573433
780,18.189066,8.542998,66.421486,-31.388248
781,18.217495,8.078079,67.323158,-31.195107
782,18.2353,7.620787,68.192604,-30.997337
783,18.24518,7.175551,69.027115,-30.79837
784,18.25008,6.742246,69.827751,-30.596516
785,18.252197,6.319685,70.596771,-30.382324
786,18.253134,5.90525,71.335266,-30.142212
787,18.252869,5.492636,72.043938,-29.866337
788,18.248829,5.073226,72.723969,-29.551388
789,18.23835,4.641659,73.376518,-29.193695
790,18.221373,4.199435,74.002274,-28.783077
791,18.198006,3.750423,74.601158,-28.310017
792,18.166397,3.295139,75.172958,-27.776058
793,18.126535,2.834549,75.71785,-27.192318
794,18.084482,2.37617,76.235748,-26.572025
795,18.048561,1.930534,76.723953,-25.928085
796,18.023001,1.50363,77.177422,-25.27066
797,18.00672,1.095854,77.591545,-24.605797
798,17.994989,0.704114,77.963913,-23.937836
799,17.982483,0.324061,78.294518,-23.270836
800,17.96669,-0.048105,78.585426,-22.607986
801,17.948538,-0.417928,78.84272,-21.953773
802,17.929482,-0.793919,79.075729,-21.312424
803,17.909698,-1.181272,79.289383,-20.688515
804,17.889467,-1.575513,79.478447,-20.089447
805,17.870472,-1.966555,79.633026,-19.522087
806,17.854612,-2.347345,79.746979,-18.986076
807,17.841516,-2.717234,79.820435,-18.473175
808,17.82814,-3.079695,79.856949,-17.973999
809,17.811674,-3.437832,79.859436,-17.483017
810,17.7915,-3.792626,79.828751,-16.996086
811,17.768827,-4.14408,79.765213,-16.509811
812,17.746035,-4.491536,79.66983,-16.026123
813,17.72769,-4.829977,79.542984,-15.552826
814,17.720539,-5.148661,79.382935,-15.095634
815,17.730019,-5.437522,79.187675,-14.653893
816,17.755301,-5.696321,78.95742,-14.22551
817,17.790485,-5.933472,78.693604,-13.810287
818,17.828426,-6.159812,78.397881,-13.408569
819,17.861574,-6.385978,78.071556,-13.021698
820,17.883572,-6.620151,77.714951,-12.649979
821,17.893847,-6.863469,77.327812,-12.288742
822,17.897133,-7.109674,76.910126,-11.927498
823,17.897835,-7.351611,76.46257,-11.550041
824,17.896736,-7.586101,75.98558,-11.141815
825,17.891582,-7.814004,75.479538,-10.703712
826,17.880547,-8.036637,74.944374,-10.253006
827,17.866116,-8.252589,74.379868,-9.807251
828,17.854561,-8.458559,73.786171,-9.37619
829,17.850965,-8.653952,73.16526,-8.96492
830,17.855692,-8.843511,72.521744,-8.5746
831,17.865324,-9.032865,71.859306,-8.203987
832,17.876188,-9.22206,71.175758,-7.852928
833,17.886358,-9.405213,70.463585,-7.524437
834,17.895926,-9.575127,69.715454,-7.223602
835,17.904722,-9.728024,68.929016,-6.954056
836,17.91128,-9.863843,68.106659,-6.713997
837,17.913624,-9.984623,67.251717,-6.4972
838,17.910971,-10.09311,66.365585,-6.296783
839,17.903427,-10.191776,65.447853,-6.10743
840,17.892469,-10.28007,64.496651,-5.926163
841,17.879835,-10.355616,63.510124,-5.751358
842,17.865112,-10.41923,62.489208,-5.58091
843,17.8475,-10.472989,61.436592,-5.413734
844,17.828926,-10.513933,60.35183,-5.254234
845,17.811321,-10.536044,59.229019,-5.117699
846,17.792433,-10.540035,58.06319,-5.024925
847,17.766541,-10.53509,56.855408,-4.982368
848,17.728712,-10.530543,55.61034,-4.973007
849,17.677633,-10.529796,54.332554,-4.975296
850,17.616978,-10.528962,53.024826,-4.982803
851,17.556162,-10.517086,51.688862,-5.001923
852,17.507679,-10.4788,50.325329,-5.041397
853,17.477947,-10.401982,48.93401,-5.103394
854,17.461966,-10.283575,47.515854,-5.179626
855,17.447674,-10.128082,46.073761,-5.256172
856,17.426025,-9.94015,44.610386,-5.322975
857,17.397551,-9.719268,43.126709,-5.378944
858,17.370113,-9.462095,41.623409,-5.428902
859,17.350304,-9.168571,40.101624,-5.480385
860,17.338177,-8.844027,38.561546,-5.543953
861,17.330139,-8.494539,37.001297,-5.630669
862,17.323883,-8.121587,35.417328,-5.748291
863,17.319149,-7.72289,33.80714,-5.900497
864,17.316408,-7.295033,32.171509,-6.086929
865,17.316975,-6.834101,30.514473,-6.304283
866,17.322567,-6.336984,28.842978,-6.547882
867,17.333763,-5.804622,27.16699,-6.811775
868,17.348906,-5.245229,25.500587,-7.088387
869,17.36447,-4.671764,23.859184,-7.371101
870,17.378313,-4.093547,22.253862,-7.655922
871,17.39155,-3.512584,20.690182,-7.940285
872,17.406954,-2.926718,19.171444,-8.225395
873,17.425413,-2.334467,17.700333,-8.518822
874,17.443769,-1.737556,16.278845,-8.831131
875,17.456345,-1.139691,14.908101,-9.170265
876,17.458487,-0.542443,13.586492,-9.53804
877,17.449915,0.057565,12.30937,-9.929008
878,17.437088,0.668292,11.07155,-10.334679
879,17.430851,1.297058,9.872171,-10.749619
880,17.440605,1.944539,8.71992,-11.171486
881,17.466694,2.600939,7.632066,-11.595093
882,17.498131,3.249046,6.624541,-12.010971
883,17.518391,3.871205,5.704731,-12.411507
884,17.516064,4.456959,4.874047,-12.793892
885,17.488962,5.002413,4.13624,-13.150154
886,17.44076,5.505481,3.499089,-13.458344
887,17.375593,5.963887,2.969113,-13.686615
888,17.295002,6.37445,2.551355,-13.79631
889,17.198414,6.733086,2.25363,-13.739876
890,17.085596,7.037638,2.084393,-13.473572
891,16.956825,7.287727,2.046851,-12.98333
892,16.81423,7.485891,2.133826,-12.298714
893,16.665405,7.642653,2.324789,-11.483231
894,16.522806,7.775845,2.586726,-10.614426
895,16.396311,7.90161,2.879043,-9.767036
896,16.288593,8.02877,3.161281,-9.000221
897,16.197639,8.160287,3.401165,-8.348701
898,16.121088,8.297927,3.579447,-7.821754
899,16.058239,8.444462,3.692235,-7.408974
900,16.00692,8.597769,3.753331,-7.08786
901,15.962518,8.746812,3.791759,-6.8312
902,15.921635,8.876407,3.840832,-6.61515
903,15.884949,8.974901,3.925048,-6.425072
904,15.856818,9.037885,4.055146,-6.255661
905,15.842698,9.067888,4.23102,-6.106171
906,15.845288,9.071694,4.443807,-5.97583
907,15.863857,9.058455,4.677508,-5.862846
908,15.896648,9.037868,4.915103,-5.765205
909,15.941239,9.016244,5.145106,-5.681007
910,15.993792,8.994629,5.362614,-5.607384
911,16.048887,8.971074,5.56507,-5.540672
912,16.103083,8.947069,5.74809,-5.479042
913,16.155125,8.927244,5.907093,-5.421883
914,16.205313,8.917337,6.038709,-5.367516
915,16.255033,8.923796,6.138584,-5.313248
916,16.303867,8.950507,6.201308,-5.257446
917,16.347691,8.996883,6.222989,-5.199989
918,16.381514,9.061265,6.201911,-5.141533
919,16.404682,9.14526,6.139381,-5.081833
920,16.419926,9.250531,6.040718,-5.019295
921,16.429968,9.376726,5.912152,-4.952118
922,16.435219,9.520945,5.756794,-4.880325
923,16.434374,9.678788,5.57411,-4.807671
924,16.426023,9.846555,5.362159,-4.740799
925,16.408817,10.022176,5.120404,-4.685585
926,16.381441,10.204332,4.851308,-4.644348
927,16.343437,10.392442,4.559797,-4.615974
928,16.297098,10.588634,4.251671,-4.596107
929,16.250402,10.800842,3.932313,-4.577179
930,16.216633,11.040515,3.607658,-4.549515
931,16.209545,11.314817,3.287406,-4.502663
932,16.237288,11.62009,2.982697,-4.429443
933,16.299389,11.941071,2.700486,-4.3311
934,16.387611,12.256511,2.441992,-4.216866
935,16.489534,12.550319,2.203752,-4.097504
936,16.588482,12.816252,1.978082,-3.978783
937,16.666794,13.054382,1.756636,-3.859375
938,16.716206,13.268219,1.536504,-3.733185
939,16.739902,13.46182,1.321858,-3.594238
940,16.743284,13.63562,1.120082,-3.440819
941,16.729427,13.787309,0.937275,-3.276405
942,16.700588,13.915893,0.774781,-3.107391
943,16.659752,14.022961,0.628206,-2.939461
944,16.610106,14.110064,0.490526,-2.775368
945,16.556263,14.178524,0.358493,-2.613441
946,16.503162,14.230702,0.2341,-2.447906
947,16.452991,14.269485,0.121593,-2.272652
948,16.405066,14.296878,0.024884,-2.085556
949,16.357128,14.312324,-0.053109,-1.889153
950,16.306797,14.31463,-0.11327,-1.689491
951,16.251707,14.304656,-0.162447,-1.495071
952,16.19186,14.286524,-0.209887,-1.313431
953,16.129734,14.263844,-0.259503,-1.145592
954,16.067581,14.236148,-0.306909,-0.986656
955,16.006458,14.200603,-0.344475,-0.833359
956,15.94783,14.157443,-0.369679,-0.688995
957,15.894153,14.110989,-0.385975,-0.558838
958,15.847177,14.066012,-0.396893,-0.442932
959,15.806952,14.024711,-0.403131,-0.335754
960,15.77387,13.988268,-0.405579,-0.231308
961,15.750358,13.95847,-0.406189,-0.126587
962,15.739478,13.936281,-0.405019,-0.021652
963,15.741353,13.9198,-0.398715,0.081772
964,15.75313,13.907683,-0.385698,0.181923
965,15.769649,13.901806,-0.372364,0.277344
966,15.783605,13.902726,-0.367756,0.367577
967,15.787674,13.905425,-0.372654,0.454041
968,15.776854,13.902076,-0.380505,0.538788
969,15.750747,13.886901,-0.384881,0.622528
970,15.71283,13.857812,-0.382435,0.704445
971,15.66819,13.816704,-0.373194,0.781555
972,15.619905,13.76679,-0.360233,0.849495
973,15.56904,13.709741,-0.345239,0.906456
974,15.516032,13.644648,-0.324065,0.955421
975,15.463273,13.571414,-0.289529,1.000542
976,15.414726,13.493052,-0.238659,1.041855
977,15.373097,13.413849,-0.175458,1.07476
978,15.33806,13.336214,-0.107444,1.094322
979,15.306898,13.259508,-0.040855,1.097961
980,15.275266,13.181231,0.020736,1.084236
981,15.237482,13.09884,0.074195,1.05127
982,15.189731,13.011756,0.116521,0.99826
983,15.134446,12.924104,0.146726,0.927834
984,15.079185,12.844077,0.166968,0.845245
985,15.029401,12.776609,0.181951,0.754539
986,14.98625,12.720139,0.19676,0.655678
987,14.949199,12.670414,0.21332,0.545181
988,14.918702,12.62555,0.228371,0.41893
989,14.896381,12.587021,0.235771,0.275391
990,14.882358,12.557263,0.230059,0.116661
991,14.875522,12.54042,0.207395,-0.055832
992,14.873563,12.540689,0.164637,-0.245399
993,14.87367,12.559857,0.099025,-0.457001
994,14.871809,12.593778,0.01083,-0.690376
995,14.865457,12.63421,-0.094127,-0.938835
996,14.857423,12.674599,-0.205954,-1.193596
997,14.853296,12.712477,-0.31551,-1.447098
998,14.856133,12.74826,-0.417799,-1.692909
999,14.863145,12.780821,-0.510567,-1.924583
1000,14.869092,12.807995,-0.591611,-2.135941
1001,14.872083,12.829367,-0.658218,-2.324211
1002,14.874226,12.84592,-0.708015,-2.491005
1003,14.878123,12.858882,-0.74026,-2.638611
1004,14.883514,12.869928,-0.759142,-2.767174
1005,14.889567,12.883883,-0.775846,-2.877144
1006,14.895541,12.906243,-0.803463,-2.972298
1007,14.9003,12.938857,-0.848979,-3.058571
1008,14.902328,12.97868,-0.911698,-3.141464
1009,14.900545,13.02037,-0.986684,-3.22438
1010,14.895901,13.059992,-1.066503,-3.307907
1011,14.891121,13.096047,-1.142895,-3.39064
1012,14.88919,13.130329,-1.211474,-3.471626
1013,14.891806,13.167376,-1.27502,-3.551445
1014,14.898447,13.211116,-1.34182,-3.631744
1015,14.909189,13.264297,-1.420513,-3.714203
1016,14.925848,13.327677,-1.515011,-3.800514
1017,14.94906,13.397956,-1.622108,-3.891403
1018,14.975897,13.469362,-1.733948,-3.985558
1019,14.999923,13.536888,-1.843017,-4.080299
1020,15.013884,13.597764,-1.946097,-4.172974
1021,15.014995,13.652953,-2.045135,-4.261688
1022,15.006166,13.705913,-2.144852,-4.346062
1023,14.994049,13.760645,-2.248339,-4.427261
1024,14.98478,13.819957,-2.355986,-4.507126
1025,14.980169,13.884902,-2.468917,-4.587677
1026,14.979431,13.95783,-2.591631,-4.670776
1027,14.981053,14.041993,-2.730195,-4.758049
1028,14.984705,14.139341,-2.888299,-4.850685
1029,14.991314,14.247562,-3.06234,-4.948357
1030,15.001562,14.359242,-3.23844,-5.046814
1031,15.014973,14.465611,-3.398036,-5.13884
1032,15.029291,14.560535,-3.529199,-5.218117
1033,15.04077,14.641674,-3.632432,-5.282249
1034,15.04504,14.709652,-3.716701,-5.332657
1035,15.039828,14.768639,-3.79255,-5.373672
1036,15.026193,14.82473,-3.867059,-5.409653
1037,15.008542,14.882553,-3.940904,-5.442574
1038,14.992919,14.943292,-4.009635,-5.472046
1039,14.983951,15.005334,-4.067984,-5.496574
1040,14.981839,15.065579,-4.114114,-5.515121
1041,14.982179,15.120447,-4.150139,-5.528511
1042,14.97863,15.167615,-4.181186,-5.539238
1043,14.96568,15.206537,-4.213292,-5.549515
1044,14.941314,15.239159,-4.250975,-5.560608
1045,14.907314,15.269193,-4.295924,-5.573708
1046,14.868274,15.301439,-4.347736,-5.58976
1047,14.829157,15.339605,-4.404461,-5.607925
1048,14.793896,15.384587,-4.462938,-5.626183
1049,14.76507,15.434854,-4.52013,-5.643341
