X [],R.RA: EMG 1 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.ES: EMG 2 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.IL: EMG 3 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.GMax: EMG 4 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.RF: EMG 5 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.BF: EMG 6 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.MF: EMG 8 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS []
17.037,2.71258E-05,3.28985E-05,8.15475E-05,6.51045E-05,3.59751E-05,0.000173489,0.000337311,0.000261341
17.038,2.65223E-05,3.26912E-05,8.12675E-05,6.54377E-05,3.7456E-05,0.000167547,0.00033244,0.00028556
17.039,2.70487E-05,3.23472E-05,8.06885E-05,6.32795E-05,3.8263E-05,0.000167167,0.000327019,0.000319702
17.04,2.80843E-05,3.15999E-05,8.04598E-05,6.15535E-05,3.84611E-05,0.00016803,0.000326056,0.000358769
17.041,2.83885E-05,3.13638E-05,7.91111E-05,6.22971E-05,3.7923E-05,0.000167043,0.000314998,0.000364263
17.042,2.84571E-05,3.0853E-05,7.42105E-05,6.24336E-05,3.72587E-05,0.000166157,0.000303056,0.000372166
17.043,2.88367E-05,3.20684E-05,7.04619E-05,6.23052E-05,3.77569E-05,0.000174964,0.000282255,0.000385476
17.044,2.99107E-05,3.22595E-05,6.32738E-05,6.22313E-05,3.92807E-05,0.000196995,0.000264984,0.000384673
17.045,3.01379E-05,3.12973E-05,6.03984E-05,6.09209E-05,4.11337E-05,0.00023174,0.000265199,0.000383306
17.046,3.05249E-05,3.28898E-05,5.8309E-05,6.35571E-05,4.27104E-05,0.000266439,0.00026935,0.000375415
17.047,3.24226E-05,3.6022E-05,5.05815E-05,6.91298E-05,4.32187E-05,0.000289661,0.000258318,0.000367183
17.048,3.3689E-05,3.6628E-05,4.04793E-05,6.96534E-05,4.36379E-05,0.000301709,0.000238273,0.000362015
17.049,3.4225E-05,3.44507E-05,3.61897E-05,7.00547E-05,4.47155E-05,0.000306141,0.000224144,0.00035516
17.05,3.37645E-05,3.22868E-05,3.59756E-05,6.96856E-05,4.58781E-05,0.000306315,0.000216266,0.000354091
17.051,3.17192E-05,3.23048E-05,3.54619E-05,7.25164E-05,4.67114E-05,0.000307311,0.000210047,0.000349662
17.052,3.16685E-05,3.08613E-05,3.69366E-05,7.91628E-05,4.6397E-05,0.00030747,0.000196698,0.000350136
17.053,3.64284E-05,3.01411E-05,4.03448E-05,8.2299E-05,4.48753E-05,0.000304283,0.000180314,0.000349938
17.054,4.38986E-05,3.05046E-05,4.05604E-05,8.24066E-05,4.31372E-05,0.000300218,0.000180479,0.000343563
17.055,5.45098E-05,3.22789E-05,4.08855E-05,8.33448E-05,4.20845E-05,0.000296897,0.000190877,0.000344395
17.056,6.28995E-05,3.24992E-05,4.23714E-05,8.51106E-05,4.06789E-05,0.000293628,0.000188759,0.000355981
17.057,6.75438E-05,3.28974E-05,4.24361E-05,8.56787E-05,3.89783E-05,0.000293166,0.000173927,0.00035783
17.058,7.11267E-05,3.29337E-05,4.05006E-05,8.58913E-05,3.77461E-05,0.000302657,0.000181537,0.000335952
17.059,7.33328E-05,3.26236E-05,4.09532E-05,8.58961E-05,3.71753E-05,0.000318458,0.00018542,0.000307231
17.06,7.42418E-05,3.25321E-05,4.0993E-05,8.58545E-05,3.66605E-05,0.000336292,0.000185591,0.000275476
17.061,7.44174E-05,3.15407E-05,4.09981E-05,8.55329E-05,3.65962E-05,0.000356721,0.000186398,0.000268042
17.062,7.46581E-05,3.13451E-05,4.15882E-05,8.60833E-05,3.74394E-05,0.000376121,0.000191062,0.000251846
17.063,7.4998E-05,2.93657E-05,4.10447E-05,8.61432E-05,3.83078E-05,0.000383559,0.000198405,0.000259015
17.064,7.49583E-05,2.80093E-05,4.18266E-05,8.67386E-05,3.78484E-05,0.000376118,0.000202364,0.000324461
17.065,7.53653E-05,2.96947E-05,4.3014E-05,8.92115E-05,3.58324E-05,0.000352647,0.000201444,0.000377114
17.066,7.53344E-05,2.81739E-05,4.3086E-05,8.49911E-05,3.34948E-05,0.000319135,0.000184582,0.000407895
17.067,7.45424E-05,2.47085E-05,4.31489E-05,7.56461E-05,3.27255E-05,0.000290854,0.000174197,0.000409107
17.068,7.45672E-05,2.49163E-05,4.3059E-05,7.1757E-05,3.25614E-05,0.000277085,0.000174734,0.000429824
17.069,7.62697E-05,2.56691E-05,4.11648E-05,7.11878E-05,3.17515E-05,0.0002807,0.000175093,0.000458736
17.07,7.86575E-05,2.55273E-05,3.84503E-05,7.1081E-05,3.07086E-05,0.00029876,0.00017755,0.00047145
17.071,8.27419E-05,2.52295E-05,3.79447E-05,6.82637E-05,2.96147E-05,0.000317038,0.000177949,0.00048691
17.072,8.74564E-05,2.43501E-05,3.66258E-05,5.84461E-05,2.92812E-05,0.000327154,0.000176616,0.000502469
17.073,8.98439E-05,2.45644E-05,3.29179E-05,5.31634E-05,2.94087E-05,0.000333123,0.000177721,0.000503966
17.074,8.96931E-05,2.44182E-05,3.27619E-05,5.33305E-05,2.91509E-05,0.000334874,0.000191539,0.000507716
17.075,8.80676E-05,2.22311E-05,3.22164E-05,6.4237E-05,2.835E-05,0.000334556,0.000194725,0.000509433
17.076,8.74566E-05,2.27337E-05,3.24456E-05,7.15233E-05,2.77042E-05,0.000334487,0.000198737,0.000501972
17.077,8.71508E-05,2.24705E-05,2.88269E-05,7.57374E-05,2.74277E-05,0.000333511,0.000199966,0.000499823
17.078,8.71949E-05,2.30789E-05,2.86117E-05,7.79457E-05,2.69698E-05,0.000324794,0.000221119,0.000509721
17.079,8.72962E-05,2.41204E-05,2.94449E-05,7.87574E-05,2.63173E-05,0.000309371,0.000260224,0.000523708
17.08,8.72922E-05,2.54245E-05,2.96482E-05,7.96718E-05,2.61347E-05,0.000290547,0.000285479,0.000522577
17.081,8.78728E-05,2.6065E-05,3.05734E-05,7.9418E-05,2.7577E-05,0.000273161,0.000287957,0.000521861
17.082,8.79302E-05,2.6816E-05,2.97813E-05,7.92949E-05,2.92565E-05,0.000263176,0.000285566,0.000524799
17.083,8.77464E-05,2.8693E-05,3.03871E-05,7.94877E-05,2.85867E-05,0.000266191,0.000280803,0.000511422
17.084,8.7518E-05,2.84534E-05,3.02132E-05,7.90696E-05,2.67584E-05,0.000275507,0.000277458,0.000489735
17.085,8.71945E-05,2.68972E-05,3.17603E-05,7.58635E-05,2.61824E-05,0.000278607,0.000278484,0.000462485
17.086,8.75302E-05,2.64863E-05,3.79879E-05,7.42799E-05,2.59927E-05,0.000278783,0.000288633,0.000435005
17.087,8.80314E-05,2.61489E-05,3.87325E-05,7.47164E-05,2.55743E-05,0.000279106,0.000301664,0.000462039
17.088,8.88842E-05,2.49168E-05,3.95654E-05,7.4426E-05,2.50649E-05,0.000276681,0.000306526,0.000465616
17.089,8.95149E-05,2.38941E-05,4.07522E-05,7.4665E-05,2.4298E-05,0.000268339,0.000308222,0.000435374
17.09,8.89736E-05,2.34578E-05,5.38696E-05,7.56377E-05,2.33031E-05,0.000252758,0.000324855,0.000418238
17.091,8.57953E-05,2.3492E-05,7.23118E-05,7.55949E-05,2.2456E-05,0.000243125,0.00033231,0.000401877
17.092,8.03669E-05,2.34659E-05,7.43351E-05,7.57175E-05,2.20773E-05,0.000256307,0.000332884,0.000382725
17.093,7.49389E-05,2.32512E-05,7.45197E-05,7.55684E-05,2.18653E-05,0.000267432,0.000331861,0.00037781
17.094,7.11769E-05,2.37759E-05,7.49592E-05,7.80554E-05,2.16756E-05,0.000266499,0.000325587,0.000376886
17.095,6.94972E-05,2.46409E-05,7.91879E-05,6.86566E-05,2.16055E-05,0.000271082,0.000331701,0.000391471
17.096,7.18474E-05,2.41339E-05,8.12137E-05,6.06504E-05,2.16836E-05,0.000274956,0.000329345,0.000417875
17.097,7.62607E-05,2.38516E-05,8.13051E-05,5.47462E-05,2.18978E-05,0.000275554,0.000327953,0.000433016
17.098,7.89291E-05,2.31264E-05,8.4196E-05,5.03161E-05,2.26972E-05,0.000286749,0.000307558,0.000426823
17.099,7.86439E-05,2.23693E-05,8.8782E-05,5.20646E-05,2.37689E-05,0.000306327,0.000274325,0.000405892
17.1,7.7441E-05,2.14578E-05,9.39694E-05,5.19827E-05,2.4432E-05,0.000309129,0.000252046,0.000394636
17.101,7.65962E-05,2.26299E-05,9.55641E-05,5.25323E-05,2.29901E-05,0.000303643,0.000254462,0.00039461
17.102,7.62693E-05,2.53131E-05,9.63216E-05,5.23066E-05,1.89344E-05,0.00029306,0.000259792,0.000390626
17.103,7.59976E-05,2.46462E-05,9.62373E-05,5.29211E-05,1.53818E-05,0.000275557,0.000265783,0.000396012
17.104,7.58772E-05,2.50652E-05,9.67095E-05,5.34991E-05,1.49093E-05,0.000261497,0.000269746,0.000374661
17.105,7.56623E-05,2.58499E-05,9.61934E-05,5.47482E-05,1.54606E-05,0.000258113,0.00027906,0.000362096
17.106,7.52916E-05,2.837E-05,9.38497E-05,5.60851E-05,1.6149E-05,0.000258628,0.000272995,0.000362142
17.107,7.52476E-05,2.84566E-05,9.40094E-05,5.61691E-05,1.67106E-05,0.000266808,0.00026258,0.00032767
17.108,7.40357E-05,2.83916E-05,9.43875E-05,5.97217E-05,1.73586E-05,0.000273755,0.000256341,0.000296313
17.109,7.14128E-05,2.8601E-05,9.73601E-05,5.97878E-05,1.85887E-05,0.000274028,0.000254649,0.00029847
17.11,6.94091E-05,2.95484E-05,9.64025E-05,6.05534E-05,1.93769E-05,0.000269566,0.000230214,0.000299219
17.111,6.89046E-05,2.96385E-05,8.53533E-05,6.06037E-05,1.94879E-05,0.000257088,0.000218722,0.000302385
17.112,6.85713E-05,3.19906E-05,8.53374E-05,5.93129E-05,1.93259E-05,0.000229481,0.000216358,0.000306917
17.113,6.86472E-05,3.30895E-05,8.62063E-05,5.79179E-05,1.93433E-05,0.000206787,0.000217248,0.000308546
17.114,6.82785E-05,3.26384E-05,8.55892E-05,5.28748E-05,1.94827E-05,0.000205427,0.000214092,0.000305779
17.115,6.4445E-05,3.18935E-05,8.35131E-05,5.20163E-05,1.94663E-05,0.000199739,0.000188981,0.000288932
17.116,5.56085E-05,3.16909E-05,8.32141E-05,5.02539E-05,1.93915E-05,0.000195576,0.000177099,0.000262594
17.117,4.95197E-05,3.19238E-05,8.42745E-05,4.99988E-05,1.92254E-05,0.000198182,0.00018212,0.000233182
17.118,4.95467E-05,3.2508E-05,8.26251E-05,5.05418E-05,1.84598E-05,0.000185052,0.000181362,0.000238651
17.119,5.49246E-05,3.24856E-05,7.73526E-05,4.80107E-05,1.77671E-05,0.00015154,0.000180682,0.000263785
17.12,5.87925E-05,3.21255E-05,7.10105E-05,4.7523E-05,1.73376E-05,0.000143159,0.000179072,0.000281085
17.121,5.93887E-05,3.12154E-05,6.85954E-05,4.70003E-05,1.70753E-05,0.000139256,0.000170929,0.000281014
17.122,5.94831E-05,2.85275E-05,6.77344E-05,4.95798E-05,1.70704E-05,0.00013071,0.00016688,0.000293155
17.123,6.33801E-05,2.70858E-05,6.88824E-05,5.19289E-05,1.70886E-05,0.00012995,0.000161704,0.000299645
17.124,7.58413E-05,2.6579E-05,6.91154E-05,5.21876E-05,1.69899E-05,0.000128448,0.000155229,0.000300752
17.125,8.79658E-05,2.55E-05,6.79987E-05,5.04812E-05,1.6447E-05,0.000128948,0.000134309,0.000296925
17.126,9.45018E-05,2.27463E-05,6.9422E-05,4.86621E-05,1.57503E-05,0.000130865,0.000124295,0.000296711
17.127,9.65981E-05,2.23451E-05,7.22777E-05,4.78427E-05,1.49178E-05,0.00011735,0.000118952,0.00029568
17.128,9.72059E-05,2.23074E-05,7.40436E-05,4.36203E-05,1.38372E-05,0.000102636,0.000137842,0.000294428
17.129,9.74071E-05,2.14625E-05,6.95434E-05,4.31105E-05,1.34302E-05,0.000100228,0.000159034,0.000290555
17.13,9.72936E-05,2.01633E-05,6.15441E-05,4.05671E-05,1.49636E-05,0.000101341,0.000168358,0.000296561
17.131,9.81149E-05,1.9969E-05,5.9466E-05,4.13237E-05,1.69437E-05,0.000100028,0.000198052,0.000290705
17.132,0.000101227,1.56355E-05,5.7421E-05,4.9909E-05,1.7958E-05,9.89626E-05,0.0002269,0.00029599
17.133,0.000104385,1.28902E-05,5.67523E-05,7.16809E-05,1.80987E-05,0.000101518,0.000226311,0.000296865
17.134,0.000106867,1.27169E-05,5.6537E-05,8.9395E-05,1.79116E-05,0.000101105,0.000230647,0.000295375
17.135,0.000107766,1.29883E-05,5.44243E-05,9.09549E-05,1.85194E-05,0.000102512,0.000241179,0.000291091
17.136,0.000107661,1.30775E-05,5.08601E-05,9.46295E-05,2.0248E-05,0.000107288,0.000241178,0.000279458
17.137,0.00010741,1.33882E-05,4.92398E-05,0.000105625,2.20845E-05,0.000105838,0.000249323,0.00028907
17.138,0.000105356,1.34241E-05,4.70545E-05,0.000113646,2.33428E-05,0.000100486,0.000265121,0.000277951
17.139,0.000101532,1.27585E-05,4.67537E-05,0.000115876,2.35647E-05,0.000109396,0.000268911,0.000253583
17.14,9.93786E-05,1.34392E-05,5.56853E-05,0.000118344,2.3511E-05,0.000119616,0.000266188,0.000232379
17.141,9.89706E-05,1.35011E-05,6.49639E-05,0.000120565,2.35911E-05,0.000119674,0.000268085,0.000230108
17.142,9.89731E-05,1.33393E-05,6.57714E-05,0.000119983,2.36646E-05,0.000127941,0.000267983,0.000214767
17.143,9.65632E-05,1.33799E-05,6.74778E-05,0.000118539,2.36761E-05,0.000139664,0.000265739,0.000198626
17.144,8.7879E-05,1.34037E-05,6.8005E-05,0.000118161,2.3689E-05,0.000140753,0.000266048,0.000202689
17.145,7.59109E-05,1.4562E-05,6.78851E-05,0.000118253,2.36937E-05,0.000143843,0.000274655,0.000211779
17.146,6.84324E-05,1.51782E-05,6.69557E-05,0.000118945,2.36897E-05,0.000150596,0.000279459,0.000209038
17.147,6.87688E-05,1.55839E-05,6.3546E-05,0.000119354,2.37654E-05,0.000148843,0.000282166,0.0002062
17.148,7.24263E-05,1.60389E-05,6.09601E-05,0.000119692,2.38284E-05,0.000149115,0.000278394,0.000225438
17.149,7.57282E-05,1.60218E-05,6.51654E-05,0.000119758,2.32339E-05,0.000162087,0.000269683,0.000273677
17.15,7.85727E-05,1.58922E-05,7.22562E-05,0.000120236,2.18328E-05,0.000175965,0.000265638,0.000295945
17.151,7.90702E-05,1.64236E-05,7.23312E-05,0.000121254,2.03047E-05,0.000181855,0.000251594,0.000296408
17.152,7.61523E-05,1.68758E-05,7.2607E-05,0.000120741,1.9526E-05,0.000182519,0.000239747,0.000284936
17.153,7.23726E-05,1.68947E-05,7.38152E-05,0.000110944,1.95906E-05,0.000185993,0.000242383,0.000287405
17.154,6.87995E-05,1.67702E-05,7.47571E-05,9.742E-05,1.97834E-05,0.000191914,0.000237154,0.000306867
17.155,6.76295E-05,1.65819E-05,7.53675E-05,9.62242E-05,1.94462E-05,0.00019538,0.000226635,0.00032332
17.156,6.81225E-05,1.70174E-05,7.61675E-05,9.29298E-05,1.83807E-05,0.000194629,0.000231219,0.000323384
17.157,6.50505E-05,1.66201E-05,7.64966E-05,8.26651E-05,1.65632E-05,0.000196959,0.000221298,0.000316234
17.158,6.11699E-05,1.55997E-05,7.87668E-05,7.5619E-05,1.48188E-05,0.000202084,0.000204153,0.000327127
17.159,6.0488E-05,1.57043E-05,7.86729E-05,7.80224E-05,1.35917E-05,0.0001977,0.000199897,0.00034384
17.16,6.23818E-05,1.52258E-05,7.25325E-05,7.96973E-05,1.28233E-05,0.000191651,0.0002217,0.000358972
17.161,6.8879E-05,1.42939E-05,6.40799E-05,7.97914E-05,1.2449E-05,0.000191878,0.000223932,0.000368677
17.162,7.77806E-05,1.39632E-05,6.32983E-05,8.11248E-05,1.23077E-05,0.000186473,0.000221714,0.000369405
17.163,8.39234E-05,1.39566E-05,6.1103E-05,8.13401E-05,1.22654E-05,0.000178381,0.000222643,0.000366362
17.164,8.73866E-05,1.39231E-05,5.93008E-05,8.12431E-05,1.22412E-05,0.000177557,0.000237547,0.000367127
17.165,8.9485E-05,1.26765E-05,5.95338E-05,8.14528E-05,1.22801E-05,0.000173216,0.000257412,0.000366601
17.166,8.89028E-05,1.15489E-05,6.37744E-05,8.07418E-05,1.24864E-05,0.000165204,0.000253939,0.000368084
17.167,8.58548E-05,1.09094E-05,7.11789E-05,7.99585E-05,1.26788E-05,0.00016402,0.000248975,0.000367739
17.168,8.24464E-05,1.02263E-05,7.31948E-05,7.95093E-05,1.28577E-05,0.000163859,0.000244428,0.000354396
17.169,8.13386E-05,1.02195E-05,6.95629E-05,8.03645E-05,1.32352E-05,0.000159026,0.000252519,0.000319976
17.17,8.6184E-05,1.01937E-05,6.43044E-05,8.03929E-05,1.34783E-05,0.000155078,0.000263932,0.000294561
17.171,9.4856E-05,9.154E-06,6.81821E-05,7.94866E-05,1.38148E-05,0.000159202,0.000258217,0.00029312
17.172,9.90111E-05,8.18742E-06,6.95385E-05,7.69284E-05,1.40394E-05,0.000165395,0.000251348,0.000293899
17.173,0.000101471,8.17196E-06,6.78715E-05,7.50332E-05,1.41362E-05,0.000160885,0.000250138,0.000288927
17.174,0.000102844,8.18484E-06,6.6833E-05,7.62105E-05,1.41348E-05,0.000153582,0.000252377,0.000268133
17.175,0.000103602,7.99218E-06,6.57939E-05,7.80016E-05,1.38143E-05,0.000147539,0.000260417,0.000247985
17.176,0.000103485,6.95734E-06,6.68439E-05,7.84541E-05,1.31375E-05,0.000143088,0.000260313,0.000249115
17.177,0.000107118,6.30555E-06,6.80358E-05,7.56076E-05,1.27579E-05,0.000136732,0.000257416,0.000249662
17.178,0.000118106,5.86976E-06,6.58174E-05,7.10337E-05,1.25505E-05,0.000129661,0.000255654,0.000234956
17.179,0.000134425,5.30803E-06,6.58557E-05,6.44506E-05,1.246E-05,0.00012779,0.000255178,0.00020977
17.18,0.000151702,4.82572E-06,6.61426E-05,5.66941E-05,1.24382E-05,0.000127725,0.000238044,0.000183282
17.181,0.000168569,4.2671E-06,6.63054E-05,5.15395E-05,1.25092E-05,0.000126368,0.000235673,0.000164229
17.182,0.000183745,3.90123E-06,6.69175E-05,4.75798E-05,1.25627E-05,0.000124125,0.00023904,0.000161256
17.183,0.000196233,3.70044E-06,6.83042E-05,4.72194E-05,1.27822E-05,0.000122527,0.000255751,0.000164285
17.184,0.000205462,3.72496E-06,7.03127E-05,4.71495E-05,1.338E-05,0.000122286,0.000281801,0.000164078
17.185,0.000212543,3.67918E-06,7.22363E-05,4.62941E-05,1.42483E-05,0.000122422,0.0002806,0.000159788
17.186,0.000216649,3.61714E-06,7.04238E-05,4.67082E-05,1.51949E-05,0.000122038,0.000278615,0.000156164
17.187,0.000217514,3.62174E-06,6.3676E-05,4.73534E-05,1.62709E-05,0.000121032,0.000285568,0.000154077
17.188,0.000217505,3.61453E-06,6.08008E-05,4.81804E-05,1.69523E-05,0.000117889,0.000298272,0.000153492
17.189,0.000220552,3.58162E-06,6.03626E-05,4.80567E-05,1.67449E-05,0.000106743,0.000301128,0.000149924
17.19,0.000232284,3.58735E-06,5.86384E-05,4.7666E-05,1.62345E-05,8.89985E-05,0.000315734,0.000146512
17.191,0.000251251,3.5746E-06,5.57891E-05,4.6277E-05,1.57711E-05,6.58642E-05,0.000337109,0.000144078
17.192,0.000271726,3.54293E-06,5.5108E-05,4.44249E-05,1.54221E-05,4.45596E-05,0.000342188,0.000142154
17.193,0.000289822,3.46206E-06,5.57885E-05,4.33656E-05,1.51533E-05,4.05532E-05,0.000347399,0.000140103
17.194,0.000309174,3.2461E-06,5.96374E-05,4.21173E-05,1.49623E-05,4.13682E-05,0.000351119,0.000139723
17.195,0.000328468,2.8281E-06,7.01637E-05,3.87515E-05,1.48682E-05,4.19395E-05,0.000357227,0.000138192
17.196,0.000342103,2.44072E-06,8.1088E-05,3.70434E-05,1.47343E-05,4.43779E-05,0.00036066,0.000132807
17.197,0.000351473,2.03125E-06,8.47488E-05,3.73077E-05,1.46099E-05,4.48721E-05,0.000360605,0.000125732
17.198,0.000359507,1.80666E-06,8.48893E-05,3.68625E-05,1.45763E-05,4.19069E-05,0.000364507,0.00012375
17.199,0.000367311,1.80444E-06,8.54594E-05,3.5953E-05,1.46386E-05,4.17092E-05,0.000380766,0.00012583
17.2,0.000370572,1.82431E-06,8.84011E-05,3.62217E-05,1.46799E-05,4.16896E-05,0.000388088,0.000126852
17.201,0.000370435,1.69779E-06,9.42916E-05,3.61025E-05,1.46185E-05,4.17095E-05,0.000389211,0.000125973
17.202,0.000368096,1.52559E-06,0.000100706,3.60784E-05,1.45966E-05,4.17833E-05,0.00038729,0.000125439
17.203,0.000362905,1.4976E-06,0.000107165,3.59916E-05,1.46111E-05,4.17211E-05,0.000375682,0.000120645
17.204,0.00035756,1.49747E-06,0.000114551,3.60123E-05,1.4187E-05,4.10617E-05,0.000347174,0.000105933
17.205,0.000353015,1.7736E-06,0.000119981,3.83225E-05,1.32721E-05,4.08941E-05,0.00032687,9.49485E-05
17.206,0.000351217,1.91272E-06,0.000122863,3.9418E-05,1.19394E-05,4.05103E-05,0.000329691,9.11373E-05
17.207,0.000355756,2.0372E-06,0.000123377,3.89687E-05,1.00649E-05,3.90337E-05,0.000327912,8.85776E-05
17.208,0.0003641,2.0845E-06,0.000123775,3.77623E-05,8.34651E-06,3.89274E-05,0.0003286,8.67011E-05
17.209,0.000371698,2.07912E-06,0.000124008,3.60531E-05,7.5043E-06,3.67492E-05,0.000375577,8.6646E-05
17.21,0.000373565,2.19377E-06,0.000124191,3.47041E-05,7.30628E-06,3.30316E-05,0.000428738,9.19767E-05
17.211,0.000370504,2.38616E-06,0.00012677,3.43999E-05,7.45159E-06,3.1614E-05,0.000456634,9.66862E-05
17.212,0.000364919,2.56728E-06,0.000129865,3.3475E-05,7.76461E-06,3.16043E-05,0.000453634,0.000101568
17.213,0.000358838,2.59979E-06,0.000131984,3.25494E-05,7.78393E-06,3.15733E-05,0.000451193,0.000108775
17.214,0.000349322,2.55833E-06,0.000131689,3.09717E-05,7.60343E-06,3.02044E-05,0.000450148,0.000110047
17.215,0.000338583,2.52317E-06,0.000126968,3.00741E-05,7.34239E-06,2.75219E-05,0.000442673,0.000106636
17.216,0.000333294,2.5258E-06,0.000119262,2.91138E-05,6.97095E-06,2.2923E-05,0.000438744,0.000103246
17.217,0.000328863,2.55409E-06,0.000115741,2.86517E-05,6.76152E-06,1.68709E-05,0.000439087,0.000101671
17.218,0.000319846,2.58755E-06,0.000116595,2.91455E-05,6.53621E-06,1.34556E-05,0.000437343,0.000100435
17.219,0.000305772,2.58739E-06,0.000117055,2.90437E-05,6.27638E-06,1.276E-05,0.000422968,9.83701E-05
17.22,0.000293874,2.57038E-06,0.000114823,2.8565E-05,6.1326E-06,1.29479E-05,0.000415253,9.6677E-05
17.221,0.000283814,2.53712E-06,0.000110151,2.8544E-05,6.20215E-06,1.30131E-05,0.000412872,9.53785E-05
17.222,0.000275055,2.56843E-06,0.000103781,2.87292E-05,6.51112E-06,1.29814E-05,0.000412248,9.50925E-05
17.223,0.000271557,2.56383E-06,9.60133E-05,2.85769E-05,6.95708E-06,1.2955E-05,0.00041226,9.27017E-05
17.224,0.000270817,2.58795E-06,8.81229E-05,2.82475E-05,8.0929E-06,1.27297E-05,0.00041372,9.09471E-05
17.225,0.000271084,2.49972E-06,8.19245E-05,2.44353E-05,8.99625E-06,1.15127E-05,0.000416195,9.37853E-05
17.226,0.000270336,2.39486E-06,7.78218E-05,1.99791E-05,9.59596E-06,1.01858E-05,0.000412738,9.77956E-05
17.227,0.000263689,2.27367E-06,7.84495E-05,1.95609E-05,1.00261E-05,9.56796E-06,0.000412039,0.000103595
17.228,0.00025187,2.38218E-06,8.01908E-05,1.94944E-05,1.05355E-05,9.3454E-06,0.000411131,0.000108163
17.229,0.000236909,2.49528E-06,8.48913E-05,1.92946E-05,1.06484E-05,9.05126E-06,0.00036935,0.000108401
17.23,0.00021946,2.35224E-06,9.07813E-05,1.89211E-05,1.09275E-05,8.13235E-06,0.000281385,0.000104412
17.231,0.000198696,2.15924E-06,9.21921E-05,1.77204E-05,1.16281E-05,7.11821E-06,0.000199835,9.87878E-05
17.232,0.000179965,2.12738E-06,9.20146E-05,1.65258E-05,1.25155E-05,6.43044E-06,0.000191142,9.19917E-05
17.233,0.000164129,2.31147E-06,9.19577E-05,1.59704E-05,1.3197E-05,6.24138E-06,0.000188781,8.46351E-05
17.234,0.000150914,2.58311E-06,9.15436E-05,1.57437E-05,1.34254E-05,6.22687E-06,0.000192466,7.89418E-05
17.235,0.000138934,3.06197E-06,9.08293E-05,1.55648E-05,1.33967E-05,6.43338E-06,0.000199218,7.7802E-05
17.236,0.000123795,3.3826E-06,9.04846E-05,1.50423E-05,1.33661E-05,6.49269E-06,0.000204694,7.99463E-05
17.237,0.000108606,3.48064E-06,9.05189E-05,1.38059E-05,1.33343E-05,7.01779E-06,0.000242953,8.38906E-05
17.238,9.90946E-05,3.51075E-06,8.92597E-05,1.16685E-05,1.35158E-05,7.46548E-06,0.000306113,9.08461E-05
17.239,9.41559E-05,3.5207E-06,9.12813E-05,1.08959E-05,1.49202E-05,7.58475E-06,0.00032433,9.41633E-05
17.24,9.26461E-05,3.54463E-06,0.000101155,1.1597E-05,1.64275E-05,7.31986E-06,0.000326261,9.51805E-05
17.241,9.19833E-05,3.73805E-06,0.000107117,1.21679E-05,1.67117E-05,7.1152E-06,0.00036315,9.62076E-05
17.242,9.18462E-05,3.98161E-06,0.000107507,1.18611E-05,1.66063E-05,7.4214E-06,0.00043625,9.57289E-05
17.243,9.18775E-05,4.11401E-06,0.000111298,1.18155E-05,1.68092E-05,8.5174E-06,0.000476484,9.71028E-05
17.244,9.09105E-05,4.0783E-06,0.000115812,1.19646E-05,2.02897E-05,9.83015E-06,0.000478694,9.99285E-05
17.245,8.93942E-05,4.06914E-06,0.000116077,1.21919E-05,2.52923E-05,1.05013E-05,0.000481054,0.000106269
17.246,8.86745E-05,4.06107E-06,0.00011662,1.2567E-05,2.68E-05,1.05159E-05,0.000497774,0.00011227
17.247,8.88754E-05,4.10498E-06,0.000119919,1.36155E-05,2.66583E-05,1.07206E-05,0.000518919,0.000111063
17.248,8.91568E-05,4.07562E-06,0.000123664,1.7841E-05,2.66079E-05,1.14314E-05,0.000535101,0.0001089
17.249,8.97841E-05,3.99884E-06,0.000122895,2.5052E-05,2.68378E-05,1.25246E-05,0.000541729,0.000110331
17.25,9.10416E-05,4.00322E-06,0.000118929,3.03156E-05,2.72608E-05,1.32356E-05,0.000544392,0.000112039
17.251,9.23943E-05,4.00301E-06,0.000114819,3.28775E-05,2.91171E-05,1.37354E-05,0.000545381,0.000112232
17.252,9.06231E-05,3.90946E-06,0.000111608,3.36808E-05,3.26432E-05,1.45945E-05,0.000545862,0.000111994
17.253,8.54971E-05,3.74521E-06,0.000109269,3.34939E-05,3.7881E-05,1.53731E-05,0.000544555,0.000110863
17.254,7.99613E-05,3.64524E-06,0.000109011,3.36288E-05,4.147E-05,1.56964E-05,0.000541196,0.00011066
17.255,7.00292E-05,3.43502E-06,0.000109712,3.37178E-05,4.18942E-05,1.56754E-05,0.000538226,0.000110494
17.256,5.65106E-05,3.18513E-06,0.000110409,3.38178E-05,4.34079E-05,1.67636E-05,0.000534883,0.000109114
