X [],R ILIOPSOAS: EMG 1->Filter->MAV->RMS [],L ILIOPSOAS: EMG 2->Filter->MAV->RMS [],R GLUTEUS MAXIMUS: EMG 4 (IM)->Filter->MAV->RMS [],L GLUTEUS MAXIMUS: EMG 5->Filter->MAV->RMS [],R RECTUS ABDOMINIS: EMG 6->Filter->MAV->RMS [],L RECTUS ABDOMINIS: EMG 7->Filter->MAV->RMS [],R ERECTOR SPINAE: EMG 8->Filter->MAV->RMS [],L ERECTOR SPINAE: EMG 9->Filter->MAV->RMS [],R RECTUS FEMORIS: EMG 10->Filter->MAV->RMS [],L RECTUS FEMORIS: EMG 11->Filter->MAV->RMS [],R BICEPS FEMORIS: EMG 12->Filter->MAV->RMS [],L BICEPS FEMORIS: EMG 13->Filter->MAV->RMS []
7.2,8.42213E-05,2.72095E-05,5.35247E-06,6.33003E-05,8.39729E-05,1.05989E-05,0.00016847,4.27747E-06,0.000176748,9.16635E-06,3.13862E-05,7.17049E-05
7.21,8.99208E-05,2.77417E-05,6.60656E-06,9.18906E-05,6.75838E-05,1.18837E-05,0.000135732,6.31579E-06,0.00025761,8.60904E-06,3.66288E-05,7.86387E-05
7.22,0.000111299,2.55878E-05,6.80881E-06,0.00011679,2.09837E-05,8.54402E-06,9.20413E-05,6.34432E-06,0.000384176,1.2241E-05,3.5604E-05,8.23525E-05
7.23,0.00011583,2.41221E-05,6.63253E-06,0.000229485,4.2434E-05,6.69211E-06,5.94248E-05,4.56355E-06,0.000395331,1.45843E-05,3.23874E-05,0.000104122
7.24,9.80336E-05,2.16199E-05,8.18689E-06,0.000217632,4.23441E-05,6.89182E-06,3.95449E-05,4.86549E-06,0.000271669,1.72806E-05,2.06728E-05,0.000169691
7.25,7.17912E-05,2.69334E-05,1.16769E-05,0.000109324,5.03959E-05,7.89835E-06,5.59472E-05,4.31015E-06,0.000306371,1.7281E-05,8.56137E-06,0.000162808
7.26,7.09184E-05,2.88957E-05,1.58399E-05,0.00021923,7.10372E-05,6.9611E-06,7.59261E-05,4.22659E-06,0.000360508,1.25725E-05,7.4099E-06,8.82753E-05
7.27,0.000130124,2.34319E-05,1.54619E-05,0.000235673,5.56793E-05,5.23745E-06,7.79869E-05,3.48597E-06,0.000235909,1.34793E-05,9.48285E-06,8.79242E-05
7.28,0.000142765,2.70038E-05,9.56458E-06,0.000169251,4.31802E-05,6.14796E-06,9.20681E-05,4.67791E-06,0.000143077,1.33483E-05,2.30825E-05,9.2698E-05
7.29,0.000182172,3.02342E-05,7.20954E-06,0.000127047,4.01077E-05,6.86777E-06,8.63779E-05,5.66057E-06,0.000143838,2.4571E-05,3.02842E-05,0.000106784
7.3,0.000171786,2.73353E-05,6.91973E-06,7.4001E-05,3.17104E-05,1.10683E-05,6.0514E-05,5.46445E-06,0.000194788,2.81053E-05,2.26729E-05,0.00010257
7.31,0.000138825,3.96405E-05,4.26475E-06,9.3235E-05,3.86838E-05,1.27409E-05,5.15785E-05,4.92522E-06,0.00034104,1.50332E-05,9.44618E-06,8.19977E-05
7.32,0.000195326,4.03806E-05,5.86147E-06,0.000105337,3.81849E-05,9.70657E-06,5.5599E-05,5.11176E-06,0.000493465,7.34043E-06,1.03811E-05,7.76626E-05
7.33,0.000168657,2.56525E-05,9.27923E-06,9.36543E-05,3.17321E-05,1.25965E-05,6.72866E-05,5.92533E-06,0.000412103,9.16889E-06,1.15335E-05,8.96765E-05
7.34,9.77796E-05,2.11756E-05,8.33323E-06,7.6155E-05,2.22788E-05,1.27944E-05,5.82047E-05,4.8307E-06,0.00015219,7.01376E-06,1.15235E-05,9.7441E-05
7.35,0.000106249,2.21221E-05,4.18823E-06,7.30309E-05,3.91558E-05,8.83002E-06,4.42015E-05,4.21594E-06,0.000196621,9.13795E-06,1.09463E-05,0.000135646
7.36,0.000115663,2.99086E-05,4.97058E-06,9.99233E-05,4.51791E-05,8.11351E-06,4.73871E-05,4.44951E-06,0.000217797,1.46862E-05,8.28473E-06,0.000136543
7.37,0.000106456,3.34689E-05,8.34338E-06,8.02902E-05,3.61865E-05,6.88352E-06,5.09716E-05,3.74522E-06,0.000170661,1.24373E-05,1.10855E-05,0.000118596
7.38,8.64017E-05,2.88386E-05,8.06094E-06,4.43568E-05,3.25348E-05,7.29916E-06,5.33965E-05,3.53145E-06,0.000149935,5.75259E-06,1.2441E-05,0.000108653
7.39,8.3079E-05,2.88246E-05,7.32661E-06,5.67127E-05,4.30257E-05,7.38946E-06,6.20124E-05,3.64748E-06,0.000182493,6.34204E-06,1.23632E-05,7.24526E-05
7.4,0.000105217,3.12154E-05,7.55502E-06,9.63664E-05,5.82713E-05,8.0692E-06,6.04465E-05,4.56357E-06,0.000178088,5.48629E-06,1.05378E-05,9.79539E-05
7.41,0.000107889,2.8268E-05,7.18091E-06,0.000107418,4.74161E-05,8.47862E-06,4.32791E-05,5.24312E-06,0.000226268,5.5186E-06,6.61191E-06,0.000111519
7.42,0.000119472,3.08324E-05,7.35642E-06,9.69695E-05,2.21887E-05,7.18013E-06,4.13361E-05,4.68815E-06,0.000274943,5.84816E-06,8.35643E-06,9.88323E-05
7.43,0.000122335,3.00976E-05,5.81101E-06,8.35694E-05,3.60811E-05,2.32316E-05,5.0682E-05,5.67954E-06,0.000202935,9.33425E-06,9.16462E-06,8.39601E-05
7.44,9.95794E-05,2.54704E-05,5.93872E-06,6.33569E-05,3.37332E-05,2.47307E-05,5.21829E-05,5.9985E-06,0.000166765,1.54788E-05,8.78264E-06,7.1401E-05
7.45,8.60196E-05,3.12158E-05,5.74285E-06,5.18313E-05,2.67088E-05,2.01949E-05,0.00010685,5.22372E-06,0.00018965,1.79298E-05,9.45701E-06,7.65693E-05
7.46,0.000100547,3.33477E-05,5.82837E-06,6.87993E-05,3.88005E-05,2.53259E-05,0.000106077,4.66282E-06,0.000164476,1.35531E-05,1.92463E-05,7.97846E-05
7.47,9.57199E-05,3.1955E-05,5.97438E-06,8.60913E-05,3.47505E-05,1.92412E-05,4.8968E-05,4.32881E-06,0.000230944,7.15049E-06,2.44919E-05,8.30705E-05
7.48,8.96751E-05,2.84815E-05,5.75834E-06,8.24688E-05,2.18143E-05,9.94563E-06,5.01398E-05,4.33614E-06,0.000249186,1.21714E-05,2.80676E-05,9.16213E-05
7.49,0.000107746,2.06216E-05,5.49553E-06,8.25769E-05,1.88131E-05,7.98441E-06,6.048E-05,3.58613E-06,0.000212519,1.17964E-05,2.61462E-05,8.66105E-05
7.5,0.000104356,2.5171E-05,6.03351E-06,8.22626E-05,2.10552E-05,6.0788E-06,5.66181E-05,4.43169E-06,0.000185467,4.45472E-06,1.62758E-05,9.65094E-05
7.51,8.93199E-05,2.74939E-05,6.08102E-06,0.000156953,6.33233E-05,7.86946E-06,4.72281E-05,4.92979E-06,0.000220737,5.24924E-06,1.173E-05,0.000103509
7.52,9.63738E-05,2.27742E-05,5.41032E-06,0.000164913,7.58368E-05,8.75696E-06,5.12354E-05,4.56546E-06,0.000203826,6.57773E-06,1.08759E-05,9.07524E-05
7.53,0.000107978,2.08567E-05,6.24864E-06,7.72555E-05,4.84299E-05,1.73782E-05,5.51272E-05,4.45053E-06,0.000128278,9.40218E-06,1.69114E-05,7.18827E-05
7.54,0.000114473,1.97842E-05,6.19416E-06,7.39504E-05,2.34117E-05,1.75261E-05,6.10488E-05,4.2308E-06,0.000148959,1.165E-05,1.89587E-05,8.32476E-05
7.55,0.000123551,2.50478E-05,3.98249E-06,8.5623E-05,3.78646E-05,1.32778E-05,5.93695E-05,4.7304E-06,0.000310646,1.15577E-05,1.31302E-05,8.45713E-05
7.56,0.000134756,3.16099E-05,3.98144E-06,8.96182E-05,3.73526E-05,1.23206E-05,8.4436E-05,4.9781E-06,0.000340555,9.43297E-06,7.78146E-06,8.99996E-05
7.57,0.000134182,2.83868E-05,5.98344E-06,9.18164E-05,2.02134E-05,7.0927E-06,7.88113E-05,4.69223E-06,0.000182335,6.81203E-06,2.00284E-05,0.000137911
7.58,0.00013064,1.9667E-05,6.36982E-06,6.38671E-05,2.06841E-05,1.05096E-05,3.85305E-05,6.55583E-06,0.000115463,6.23411E-06,2.6085E-05,0.000118783
7.59,0.000119789,2.32156E-05,7.47372E-06,9.31946E-05,4.20044E-05,1.27919E-05,4.60444E-05,7.65565E-06,0.000467001,5.24539E-06,2.82653E-05,6.77883E-05
7.6,8.83334E-05,2.89688E-05,1.17727E-05,0.000103004,5.48611E-05,1.09118E-05,5.44874E-05,5.60945E-06,0.000619938,6.21276E-06,2.86656E-05,7.19261E-05
7.61,7.52429E-05,3.0159E-05,1.07001E-05,8.40824E-05,3.91708E-05,7.16716E-06,5.98803E-05,4.56882E-06,0.000446394,7.03607E-06,2.26703E-05,6.0437E-05
7.62,0.00011086,2.41943E-05,6.4777E-06,6.777E-05,1.76568E-05,6.52409E-06,4.93618E-05,5.46537E-06,0.00018674,5.72328E-06,1.44673E-05,8.46399E-05
7.63,0.000117436,2.0167E-05,5.95509E-06,6.73604E-05,1.90971E-05,1.40774E-05,3.96952E-05,5.55451E-06,0.000112647,4.53215E-06,1.06279E-05,9.10721E-05
7.64,0.000102209,2.04908E-05,3.9098E-06,9.04967E-05,4.63278E-05,1.61995E-05,5.22098E-05,4.85956E-06,0.000127074,4.22271E-06,1.1398E-05,7.45646E-05
7.65,0.000111521,2.58216E-05,6.87175E-06,8.86702E-05,5.09583E-05,1.11623E-05,6.63992E-05,1.88953E-05,0.000175635,5.11497E-06,8.78697E-06,6.95038E-05
7.66,9.5156E-05,3.20511E-05,8.56469E-06,0.000105324,2.83647E-05,8.88736E-06,6.83921E-05,3.01613E-05,0.000217598,5.11253E-06,7.85246E-06,8.03917E-05
7.67,0.000107451,2.64681E-05,7.93E-06,0.00010625,2.4361E-05,9.38737E-06,6.41981E-05,2.55866E-05,0.000189251,4.47879E-06,7.85346E-06,7.30564E-05
7.68,0.000118258,3.05923E-05,6.25582E-06,0.000112302,2.46094E-05,8.24191E-06,6.35138E-05,1.54856E-05,9.63268E-05,5.77052E-06,1.5148E-05,6.9172E-05
7.69,0.000119531,3.70742E-05,4.54162E-06,0.000127105,1.78178E-05,7.99716E-06,5.98079E-05,1.35342E-05,0.000123371,6.11107E-06,1.9433E-05,8.87145E-05
7.7,0.000138915,3.41231E-05,4.69913E-06,0.000112561,2.5573E-05,9.30752E-06,6.5051E-05,8.35216E-06,0.000220947,5.11138E-06,1.43731E-05,8.16049E-05
7.71,0.000147554,3.31628E-05,4.24228E-06,0.000100527,2.57934E-05,1.38605E-05,6.786E-05,6.38337E-06,0.000214819,6.18116E-06,8.20551E-06,7.87427E-05
7.72,0.000154711,3.69833E-05,4.53084E-06,8.95922E-05,2.29539E-05,2.19125E-05,7.01585E-05,5.40186E-06,0.000113421,6.56373E-06,1.12464E-05,9.43002E-05
7.73,0.000160349,3.71896E-05,5.9078E-06,9.73804E-05,2.63405E-05,2.3918E-05,7.4799E-05,5.89198E-06,0.000141148,5.44025E-06,1.35293E-05,9.74441E-05
7.74,0.000146789,3.19342E-05,5.84399E-06,0.000110727,1.93875E-05,1.65358E-05,6.50665E-05,6.09757E-06,0.000159981,4.61874E-06,1.38243E-05,8.68018E-05
7.75,0.000128681,3.2682E-05,5.20741E-06,0.000107346,1.81626E-05,9.07641E-06,4.48927E-05,6.20028E-06,0.00017418,4.77589E-06,1.29078E-05,7.15466E-05
7.76,0.000111235,3.68749E-05,5.49215E-06,0.000104212,2.4273E-05,8.57068E-06,5.12155E-05,5.33401E-06,0.000203487,5.54189E-06,9.53305E-06,9.37291E-05
7.77,0.000103899,3.53272E-05,6.05142E-06,0.000100235,2.89199E-05,7.82975E-06,6.32881E-05,4.70371E-06,0.00017767,5.56797E-06,8.78035E-06,9.83208E-05
7.78,0.000124158,3.24304E-05,6.00739E-06,9.92939E-05,2.51112E-05,7.08804E-06,6.91835E-05,4.24982E-06,0.000180455,5.02879E-06,8.41791E-06,9.25608E-05
7.79,0.000131719,3.22991E-05,5.36092E-06,9.36328E-05,1.98951E-05,6.89095E-06,7.6525E-05,3.86283E-06,0.000220561,5.3895E-06,8.13364E-06,0.000104806
7.8,0.000136139,3.38848E-05,5.08649E-06,9.40282E-05,2.4346E-05,1.21998E-05,7.81571E-05,3.58698E-06,0.000191057,4.76127E-06,1.01385E-05,0.000102728
7.81,0.000150075,3.51769E-05,4.95578E-06,0.000105156,2.59097E-05,1.31328E-05,7.80578E-05,4.01723E-06,0.000114549,3.87033E-06,1.14461E-05,9.26528E-05
7.82,0.000154281,3.69635E-05,5.23201E-06,0.000108023,2.3259E-05,9.59902E-06,7.20449E-05,5.47359E-06,0.00011398,4.9616E-06,1.20019E-05,9.11131E-05
7.83,0.00014851,3.73753E-05,6.14094E-06,0.000111772,2.50446E-05,8.68427E-06,6.77077E-05,5.2516E-06,0.000125482,4.86707E-06,1.2046E-05,9.11702E-05
7.84,0.000147376,3.73626E-05,5.5067E-06,0.000116153,2.49762E-05,7.91496E-06,7.1551E-05,4.41429E-06,0.000164727,4.08213E-06,1.01767E-05,7.61448E-05
7.85,0.000149262,3.86348E-05,5.06054E-06,0.000116441,2.27906E-05,8.1287E-06,6.23828E-05,7.22603E-06,0.000179384,4.13538E-06,7.48983E-06,8.93705E-05
7.86,0.00015034,3.92389E-05,5.88481E-06,0.000117607,2.53376E-05,1.25591E-05,5.64738E-05,7.49211E-06,0.000142055,5.35675E-06,8.48586E-06,0.000102362
7.87,0.000156011,3.97061E-05,5.40981E-06,0.000121888,2.47555E-05,1.37735E-05,6.52067E-05,4.82185E-06,0.000151471,6.28351E-06,9.31746E-06,0.000103254
7.88,0.000155043,3.87686E-05,4.6267E-06,0.000123594,2.35643E-05,1.01227E-05,7.01242E-05,5.40895E-06,0.000194109,6.16043E-06,9.1653E-06,8.98203E-05
7.89,0.000144361,3.8387E-05,5.19772E-06,0.000126514,2.63001E-05,7.88605E-06,7.46984E-05,5.03649E-06,0.000206373,6.16676E-06,1.20905E-05,8.51015E-05
7.9,0.000144147,3.46926E-05,5.20458E-06,0.000123656,2.48609E-05,8.1326E-06,7.74474E-05,3.30874E-06,0.000206469,6.33146E-06,1.52109E-05,0.00010897
7.91,0.000123597,2.97283E-05,5.68962E-06,0.000116193,2.13104E-05,7.59477E-06,7.87171E-05,3.67893E-06,0.000216956,4.92734E-06,1.5019E-05,9.52685E-05
7.92,8.53074E-05,3.40403E-05,6.46982E-06,0.0001224,2.24445E-05,8.69219E-06,7.37088E-05,4.91798E-06,0.000224954,4.15936E-06,1.43969E-05,8.22601E-05
7.93,0.000106848,3.74995E-05,5.07685E-06,0.000126231,2.36589E-05,1.0174E-05,7.42824E-05,5.80477E-06,0.000236934,5.13403E-06,1.43139E-05,9.9442E-05
7.94,0.000141784,3.59606E-05,3.92575E-06,0.000125334,2.58298E-05,8.63587E-06,7.77322E-05,4.71102E-06,0.00022113,5.34523E-06,1.37429E-05,0.000110291
7.95,0.000155572,3.4507E-05,4.68186E-06,0.000120472,2.62635E-05,7.97102E-06,7.92325E-05,3.55382E-06,0.000204045,4.95848E-06,1.29846E-05,0.000105394
7.96,0.000159047,3.6895E-05,5.44454E-06,0.000122485,2.3318E-05,1.48869E-05,8.09799E-05,4.21052E-06,0.000170338,6.26323E-06,1.35738E-05,0.000104333
7.97,0.000137438,3.69133E-05,6.09694E-06,0.000122403,2.11244E-05,1.43151E-05,7.85094E-05,4.86523E-06,0.000139803,6.39077E-06,1.30141E-05,0.000111082
7.98,0.000106301,3.3596E-05,6.16753E-06,0.000116839,2.4678E-05,6.83631E-06,7.62161E-05,5.51403E-06,0.000165231,5.32762E-06,1.08048E-05,0.000114455
7.99,0.000114051,3.69102E-05,5.10447E-06,0.000115373,2.76675E-05,6.98098E-06,7.7853E-05,5.87312E-06,0.000192708,5.89381E-06,9.2625E-06,0.000112319
8,0.000130755,3.87106E-05,3.83429E-06,0.000120205,2.65049E-05,8.40566E-06,7.91725E-05,4.88092E-06,0.000208245,5.99943E-06,7.67066E-06,9.93844E-05
8.01,0.000141795,3.46961E-05,4.20757E-06,0.000129372,2.54546E-05,9.47473E-06,7.7099E-05,5.10273E-06,0.000202257,5.07689E-06,1.01466E-05,9.13478E-05
8.02,0.000155433,3.34034E-05,4.9262E-06,0.000134302,2.81174E-05,8.05274E-06,7.60374E-05,5.35595E-06,0.000200397,5.52354E-06,1.1664E-05,9.97779E-05
8.03,0.000153526,3.17423E-05,4.93439E-06,0.000138986,2.9226E-05,8.54733E-06,7.74484E-05,4.27078E-06,0.000215894,7.1046E-06,1.23411E-05,0.000109369
8.04,0.000150383,2.94099E-05,4.6454E-06,0.000137121,2.5508E-05,9.60175E-06,7.8949E-05,4.83092E-06,0.000224308,6.36143E-06,1.40299E-05,0.00011404
8.05,0.000152231,3.4541E-05,4.81793E-06,0.000137092,2.42106E-05,9.53016E-06,8.0588E-05,4.99975E-06,0.000209075,5.98212E-06,1.41423E-05,0.000117165
8.06,0.00014634,3.80552E-05,4.69599E-06,0.000137996,2.72008E-05,9.16227E-06,7.98106E-05,4.79323E-06,0.000198655,6.41208E-06,1.4809E-05,0.000117861
8.07,0.000141284,3.84314E-05,3.81948E-06,0.000137786,2.78019E-05,8.01309E-06,7.78093E-05,5.33707E-06,0.000194496,6.27492E-06,1.53506E-05,0.000121139
8.08,0.000138057,3.84488E-05,4.76842E-06,0.000133857,2.32871E-05,8.00603E-06,7.90012E-05,5.3853E-06,0.000176192,5.73919E-06,1.51649E-05,0.000116655
8.09,0.000132217,3.61174E-05,5.51967E-06,0.000129845,2.00041E-05,7.17415E-06,8.13136E-05,5.5533E-06,0.000143961,4.69801E-06,1.53163E-05,0.000111793
8.1,0.000137859,3.22696E-05,5.23571E-06,0.00012745,1.76135E-05,6.11252E-06,8.08768E-05,5.736E-06,0.000149616,4.38903E-06,1.51874E-05,0.000105851
8.11,0.000154694,3.1816E-05,5.05248E-06,0.000121006,2.24755E-05,7.6013E-06,7.97943E-05,5.54813E-06,0.000212409,5.47789E-06,1.43626E-05,0.000107189
8.12,0.000163581,3.39066E-05,4.61639E-06,0.000116388,2.8979E-05,8.8494E-06,7.93529E-05,5.33538E-06,0.000240968,6.79348E-06,1.34724E-05,0.000117919
8.13,0.000168202,3.63719E-05,4.77365E-06,0.000125325,2.75995E-05,9.58032E-06,7.83538E-05,4.63122E-06,0.000239668,6.76049E-06,1.42668E-05,0.000119989
8.14,0.00016471,3.4372E-05,5.01344E-06,0.000129851,2.6504E-05,8.96363E-06,7.84605E-05,4.27948E-06,0.00023484,7.23174E-06,1.52038E-05,0.000112869
8.15,0.000157393,3.42664E-05,5.63866E-06,0.00013091,2.6962E-05,7.46763E-06,7.87554E-05,4.94803E-06,0.000174827,7.41124E-06,1.45667E-05,0.000112322
8.16,0.000156527,3.46075E-05,6.50485E-06,0.000134833,2.1617E-05,7.99553E-06,7.68285E-05,5.33125E-06,0.000118133,6.71697E-06,1.4888E-05,0.000106487
8.17,0.00015701,3.00451E-05,5.46055E-06,0.000136007,1.93469E-05,9.5812E-06,7.69086E-05,5.28113E-06,0.000165433,6.01386E-06,1.52172E-05,8.99139E-05
8.18,0.000155434,3.11023E-05,4.84002E-06,0.000135937,2.32178E-05,1.0247E-05,7.47686E-05,4.68856E-06,0.000199438,6.42065E-06,1.53698E-05,9.64032E-05
8.19,0.000155514,3.47528E-05,5.7251E-06,0.000134208,2.67978E-05,9.23451E-06,7.53814E-05,4.14038E-06,0.000203975,6.64126E-06,1.51047E-05,0.000105794
8.2,0.000152648,3.67491E-05,5.44442E-06,0.000132326,2.77813E-05,8.62286E-06,7.87148E-05,4.62545E-06,0.000219613,6.80737E-06,1.52E-05,0.000111969
8.21,0.000153123,3.73994E-05,4.67417E-06,0.000133415,2.53698E-05,9.2135E-06,7.85368E-05,1.48425E-05,0.000223612,7.56344E-06,1.51025E-05,0.000119533
8.22,0.000150339,3.70035E-05,4.93383E-06,0.000136901,2.91788E-05,9.12354E-06,7.94143E-05,1.72938E-05,0.000223293,7.30734E-06,1.49988E-05,0.000121799
8.23,0.000153099,3.61159E-05,4.91001E-06,0.000137597,3.17512E-05,8.14631E-06,8.08625E-05,1.18857E-05,0.00023655,6.62415E-06,1.49228E-05,0.000118493
8.24,0.00015318,3.59634E-05,4.59336E-06,0.00013893,3.15814E-05,9.35958E-06,8.08875E-05,7.71548E-06,0.000226248,6.33549E-06,1.43145E-05,0.000114825
8.25,0.000134986,3.53759E-05,4.58026E-06,0.000139885,3.14114E-05,9.88266E-06,8.09825E-05,7.51194E-06,0.000210006,7.21566E-06,1.53379E-05,0.000114769
8.26,0.000141549,3.75176E-05,5.18974E-06,0.00013991,3.09952E-05,9.64169E-06,8.12342E-05,7.36277E-06,0.000204916,7.80971E-06,1.57017E-05,9.47769E-05
8.27,0.000157191,3.96971E-05,6.25911E-06,0.000140421,3.17846E-05,1.0164E-05,7.96694E-05,4.65902E-06,0.000221385,7.78323E-06,1.54719E-05,9.16997E-05
8.28,0.000147883,3.90618E-05,6.49448E-06,0.000140035,2.96181E-05,7.96691E-06,7.86793E-05,4.52061E-06,0.000225623,7.41447E-06,1.53294E-05,0.000111275
8.29,0.000141276,3.69595E-05,5.871E-06,0.000139925,2.73933E-05,7.51751E-06,7.97724E-05,3.54546E-06,0.000220668,7.2667E-06,1.52805E-05,0.000117795
8.3,0.000131389,3.54053E-05,5.24398E-06,0.000140817,2.33367E-05,8.22876E-06,8.03E-05,3.71529E-06,0.000239591,7.47879E-06,1.54325E-05,0.000120767
8.31,0.000120191,3.71848E-05,5.82012E-06,0.000141891,2.05747E-05,7.01587E-06,7.99949E-05,4.44555E-06,0.00025261,7.70868E-06,1.5488E-05,0.000121557
8.32,0.00014569,3.60803E-05,6.52164E-06,0.00014221,1.94352E-05,5.1899E-06,8.01244E-05,4.33232E-06,0.000239947,7.72752E-06,1.5533E-05,0.000122699
8.33,0.000152305,3.62287E-05,6.60973E-06,0.000140336,2.2477E-05,6.39297E-06,8.09671E-05,3.25914E-06,0.000206215,7.39409E-06,1.51171E-05,0.000122504
8.34,0.000131713,3.61315E-05,6.15592E-06,0.000138743,2.61506E-05,8.79288E-06,7.97149E-05,2.75873E-06,0.000198688,7.52577E-06,1.50485E-05,0.000122015
8.35,0.00012745,3.58846E-05,6.51871E-06,0.000139496,2.77785E-05,9.03879E-06,7.831E-05,2.61074E-06,0.000216841,8.01201E-06,1.48538E-05,0.000112988
8.36,0.000135835,3.52068E-05,6.60293E-06,0.000140017,3.05814E-05,9.70321E-06,7.84893E-05,3.90917E-06,0.000224702,7.90605E-06,1.41012E-05,0.000103873
8.37,0.000139083,3.11572E-05,6.07828E-06,0.000140835,3.18547E-05,1.01348E-05,7.80751E-05,4.4267E-06,0.000232791,7.15329E-06,1.44111E-05,0.000106892
8.38,0.000147604,3.02927E-05,6.06346E-06,0.000141308,3.27183E-05,1.09063E-05,7.87488E-05,4.89237E-06,0.000239127,7.08455E-06,1.49914E-05,0.000111666
8.39,0.00015209,3.3099E-05,5.90912E-06,0.000141199,3.29755E-05,1.13808E-05,8.07077E-05,5.68848E-06,0.000226482,7.30439E-06,1.4978E-05,0.000118049
8.4,0.000157433,3.70441E-05,6.10289E-06,0.000141416,3.26989E-05,1.04055E-05,8.16132E-05,5.56541E-06,0.000221708,6.8551E-06,1.50015E-05,0.000121104
8.41,0.000161126,3.75998E-05,5.55758E-06,0.000141594,3.27481E-05,9.19573E-06,7.97377E-05,5.17127E-06,0.000238606,6.57189E-06,1.53101E-05,0.000122059
8.42,0.000147592,3.64139E-05,4.79633E-06,0.000141952,3.33369E-05,9.9086E-06,7.88277E-05,4.53272E-06,0.000247791,7.17251E-06,1.55681E-05,0.000121034
8.43,0.000145105,3.46255E-05,5.03707E-06,0.000141521,3.32935E-05,1.06126E-05,7.82775E-05,3.73936E-06,0.000250328,7.53106E-06,1.56E-05,0.000116228
8.44,0.000140216,3.57963E-05,5.20397E-06,0.000140872,3.32766E-05,1.09657E-05,7.87107E-05,3.88965E-06,0.000248055,7.24538E-06,1.55269E-05,0.000110525
8.45,0.000138845,3.69904E-05,4.79882E-06,0.000141005,3.33015E-05,1.111E-05,7.8301E-05,4.53801E-06,0.000231957,7.3903E-06,1.48165E-05,9.81238E-05
8.46,0.000149307,3.50799E-05,5.31115E-06,0.000141193,3.36736E-05,9.82625E-06,7.72001E-05,5.03286E-06,0.000213999,7.48808E-06,1.43716E-05,0.000101642
8.47,0.000156349,3.3735E-05,5.46919E-06,0.000140887,3.38677E-05,9.83611E-06,7.69756E-05,6.04341E-06,0.000219591,7.19543E-06,1.5153E-05,0.000111188
8.48,0.000160623,3.6253E-05,5.92522E-06,0.000140727,3.36745E-05,1.03908E-05,7.78243E-05,6.44186E-06,0.000231413,7.72648E-06,1.50258E-05,0.000114655
8.49,0.0001612,3.61207E-05,6.847E-06,0.000140975,3.31971E-05,1.05758E-05,7.62216E-05,5.58766E-06,0.000238302,7.9874E-06,1.48983E-05,0.000120545
8.5,0.000150093,3.44662E-05,6.31187E-06,0.000141379,3.29212E-05,1.08138E-05,7.63329E-05,5.69731E-06,0.000243268,7.47041E-06,1.56048E-05,0.00012369
8.51,0.000131501,3.7722E-05,5.67477E-06,0.000141214,3.26285E-05,1.07613E-05,7.75189E-05,5.65797E-06,0.00024775,7.01752E-06,1.57365E-05,0.000124035
8.52,0.000121702,3.79624E-05,5.8775E-06,0.000140988,3.28463E-05,1.08464E-05,7.64107E-05,4.66331E-06,0.00024452,6.7003E-06,1.54984E-05,0.000118393
8.53,0.000134115,3.74278E-05,6.18391E-06,0.000139469,3.2743E-05,1.03832E-05,8.00544E-05,4.49522E-06,0.0002308,7.15103E-06,1.50022E-05,0.000113363
8.54,0.000133743,3.59356E-05,5.68808E-06,0.000139056,3.29475E-05,1.05066E-05,8.19974E-05,4.78649E-06,0.000223796,7.40303E-06,1.4766E-05,0.000111766
8.55,0.000123777,3.5132E-05,5.59518E-06,0.000138,3.23579E-05,1.03565E-05,8.14449E-05,4.85885E-06,0.000235379,7.49821E-06,1.55381E-05,0.000105311
8.56,0.00014406,3.93132E-05,5.64857E-06,0.000134977,3.03161E-05,1.0113E-05,7.92799E-05,4.10082E-06,0.000230001,7.74088E-06,1.57624E-05,0.00010099
8.57,0.000156592,4.06049E-05,5.21891E-06,0.000136169,3.16251E-05,1.08741E-05,7.61463E-05,4.49371E-06,0.00021361,6.99269E-06,1.55191E-05,0.000103186
8.58,0.000146891,3.93604E-05,5.93569E-06,0.000139679,3.36242E-05,1.12551E-05,7.5665E-05,5.59048E-06,0.00022435,6.43704E-06,1.56439E-05,0.000110033
8.59,0.000135909,3.90157E-05,6.90948E-06,0.0001413,3.35042E-05,1.02276E-05,7.88855E-05,5.59364E-06,0.000223579,6.64515E-06,1.52557E-05,0.000118513
8.6,0.00013353,3.87062E-05,6.70167E-06,0.000141388,3.33594E-05,7.5469E-06,8.11099E-05,4.87037E-06,0.000223543,7.39668E-06,1.49421E-05,0.00012377
8.61,0.000128731,3.89383E-05,6.24851E-06,0.000141503,3.33081E-05,7.2576E-06,7.73811E-05,4.78749E-06,0.000228556,8.04622E-06,1.4771E-05,0.000125235
8.62,0.000139518,4.02035E-05,5.76571E-06,0.000141674,3.3403E-05,9.45648E-06,7.65362E-05,5.79028E-06,0.00023451,7.54828E-06,1.4941E-05,0.000124102
8.63,0.000155756,4.11291E-05,4.82006E-06,0.000141399,3.40081E-05,9.90707E-06,7.82473E-05,5.79156E-06,0.000241708,7.50479E-06,1.51402E-05,0.000110823
8.64,0.000146791,4.12872E-05,4.52086E-06,0.000140779,3.36202E-05,1.03795E-05,7.93995E-05,5.29883E-06,0.000240015,7.86984E-06,1.49499E-05,0.000102789
